afnRemovalShipmentId,dataStartTime,dataEndTime,requestDate,orderId,shipmentDate,skuId,fnsku,disposition,shippedQuantity,carrier,trackingNumber,orderType,warehouseId
,2019-01-01,2024-03-19,2023-10-02T05:13:56+05:30,h9mcWOp7QW,2023-10-06T09:07:48+05:30,3849,X001RE5R09,Unsellable,1,LP,6G58242786589,Return,1
,2019-01-01,2024-03-19,2023-10-02T05:13:56+05:30,h9mcWOp7QW,2023-10-11T07:51:23+05:30,3935,X001RDQ94X,Unsellable,1,LP,8G48770054205,Return,1
,2019-01-01,2024-03-19,2023-10-02T05:13:56+05:30,h9mcWOp7QW,2023-10-11T07:51:23+05:30,3883,X001RE2A9Z,Unsellable,1,LP,8G48770054205,Return,1
,2019-01-01,2024-03-19,2023-09-17T13:31:37+05:30,MRpxxZarTF,2023-09-21T20:09:46+05:30,3735,X001MNAW1T,Sellable,1,LP,6G56906963741,Return,1
,2019-01-01,2024-03-19,2023-09-17T13:31:37+05:30,MRpxxZarTF,2023-09-19T03:37:25+05:30,3735,X001MNAW1T,Sellable,26,AMZN,FR2253938462,Return,1
,2019-01-01,2024-03-19,2023-09-17T13:31:37+05:30,MRpxxZarTF,2023-09-19T03:37:25+05:30,3734,X001MNARR3,Sellable,32,AMZN,FR2253938462,Return,1
,2019-01-01,2024-03-19,2023-09-17T13:31:37+05:30,MRpxxZarTF,2023-09-18T22:56:45+05:30,3735,X001MNAW1T,Sellable,1,LP,6G59841275641,Return,1
,2019-01-01,2024-03-19,2023-09-02T04:38:17+05:30,ZJ66uDnP5V,2023-09-04T20:48:48+05:30,3803,X001QM3GLT,Unsellable,1,LP,8G48766010543,Return,1
,2019-01-01,2024-03-19,2023-09-02T04:38:17+05:30,ZJ66uDnP5V,2023-09-11T10:41:00+05:30,3945,X001RDQDOJ,Unsellable,1,LP,8G48766399150,Return,1
,2019-01-01,2024-03-19,2023-09-02T04:38:17+05:30,ZJ66uDnP5V,2023-09-22T23:34:21+05:30,3650,X001KK412Z,Unsellable,9,LP,6G59841886113,Return,1
,2019-01-01,2024-03-19,2023-08-31T12:47:50+05:30,otoihpeB5z,2023-09-22T23:33:03+05:30,3650,X001KK412Z,Unsellable,5,LP,6G59841816424,Return,1
,2019-01-01,2024-03-19,2023-08-16T23:23:46+05:30,TGBPGnaEqS,2023-08-17T19:19:38+05:30,3728,X001LR0761,Sellable,1,LP,8G48659382443,Return,1
,2019-01-01,2024-03-19,2023-08-02T05:56:49+05:30,lZom7ucCZo,2023-08-22T20:40:26+05:30,3797,X001QM4R71,Unsellable,1,COLIS,24000004823393130,Return,1
,2019-01-01,2024-03-19,2023-08-02T05:56:49+05:30,lZom7ucCZo,2023-08-04T16:03:04+05:30,3855,X001RE2DGP,Unsellable,1,DRUDE,00340312898119107968,Return,1
,2019-01-01,2024-03-19,2023-08-02T05:56:49+05:30,lZom7ucCZo,2023-08-04T16:03:04+05:30,3957,X001RE2TGT,Unsellable,1,DRUDE,00340312898119107968,Return,1
,2019-01-01,2024-03-19,2023-08-02T05:56:49+05:30,lZom7ucCZo,2023-08-09T02:26:05+05:30,4024,X001RAJAZL,Unsellable,1,LP,6G58236157845,Return,1
,2019-01-01,2024-03-19,2023-07-17T14:07:54+05:30,iAXpK0a8dt,2023-07-19T23:06:27+05:30,3728,X001LR0761,Sellable,77,AMZN,FR2211566777,Return,1
,2019-01-01,2024-03-19,2023-07-17T14:07:54+05:30,iAXpK0a8dt,2023-08-11T19:07:20+05:30,3728,X001LR0761,Sellable,10,"LP, LP","8G48217489607, 8G48217491853",Return,1
,2019-01-01,2024-03-19,2023-07-17T14:07:54+05:30,iAXpK0a8dt,2023-08-11T19:07:20+05:30,3726,X001LR0G7V,Sellable,21,"LP, LP","8G48217489607, 8G48217491853",Return,1
,2019-01-01,2024-03-19,2023-07-17T14:07:54+05:30,iAXpK0a8dt,2023-07-19T19:27:03+05:30,3724,X001LR0D9R,Sellable,1,LP,8G48216704022,Return,1
,2019-01-01,2024-03-19,2023-07-17T14:07:54+05:30,iAXpK0a8dt,2023-07-19T19:27:03+05:30,3727,X001LQYH3L,Sellable,1,LP,8G48216704022,Return,1
,2019-01-01,2024-03-19,2023-07-17T14:07:54+05:30,iAXpK0a8dt,2023-07-19T19:27:03+05:30,3727,X001LQYH3L,Sellable,5,LP,8G48216704022,Return,1
,2019-01-01,2024-03-19,2023-07-17T14:07:54+05:30,iAXpK0a8dt,2023-08-02T08:06:43+05:30,3728,X001LR0761,Sellable,2,LP,6G58574226777,Return,1
,2019-01-01,2024-03-19,2023-07-17T14:07:54+05:30,iAXpK0a8dt,2023-08-02T08:06:43+05:30,3723,X001LR079X,Sellable,22,LP,6G58574226777,Return,1
,2019-01-01,2024-03-19,2023-07-17T14:07:54+05:30,iAXpK0a8dt,2023-07-18T23:54:09+05:30,3726,X001LR0G7V,Sellable,34,"LP, LP","8G02271642231, 8G02271642279",Return,1
,2019-01-01,2024-03-19,2023-07-17T14:07:54+05:30,iAXpK0a8dt,2023-08-01T15:55:55+05:30,3725,X001LQYH45,Sellable,1,LP,6G56904608316,Return,1
,2019-01-01,2024-03-19,2023-07-17T14:07:54+05:30,iAXpK0a8dt,2023-07-30T15:19:33+05:30,3709,X001KV12KD,Sellable,43,"LP, AMZN, LP","8G02039118732, FR2218775315, 8G02039118695",Return,1
,2019-01-01,2024-03-19,2023-07-17T14:07:54+05:30,iAXpK0a8dt,2023-07-30T15:19:33+05:30,3726,X001LR0G7V,Sellable,10,"LP, AMZN, LP","8G02039118732, FR2218775315, 8G02039118695",Return,1
,2019-01-01,2024-03-19,2023-07-17T14:07:54+05:30,iAXpK0a8dt,2023-07-30T15:19:33+05:30,3725,X001LQYH45,Sellable,8,"LP, AMZN, LP","8G02039118732, FR2218775315, 8G02039118695",Return,1
,2019-01-01,2024-03-19,2023-07-17T14:07:54+05:30,iAXpK0a8dt,2023-07-30T15:19:33+05:30,3724,X001LR0D9R,Sellable,3,"LP, AMZN, LP","8G02039118732, FR2218775315, 8G02039118695",Return,1
,2019-01-01,2024-03-19,2023-07-17T14:07:54+05:30,iAXpK0a8dt,2023-08-04T22:39:03+05:30,3726,X001LR0G7V,Sellable,11,LP,6G59831010726,Return,1
,2019-01-01,2024-03-19,2023-07-17T14:07:54+05:30,iAXpK0a8dt,2023-08-04T22:39:03+05:30,3724,X001LR0D9R,Sellable,4,LP,6G59831010726,Return,1
,2019-01-01,2024-03-19,2023-07-17T14:07:54+05:30,iAXpK0a8dt,2023-08-02T22:54:56+05:30,3724,X001LR0D9R,Sellable,1,LP,6G59830595095,Return,1
,2019-01-01,2024-03-19,2023-07-02T06:28:31+05:30,a7wBGQ+aCS,2023-07-05T21:56:06+05:30,3920,X001RE2UX1,Unsellable,1,LP,8G48172753928,Return,1
,2019-01-01,2024-03-19,2023-07-02T06:28:31+05:30,a7wBGQ+aCS,2023-07-05T21:56:06+05:30,3940,X001RDQEGL,Unsellable,1,LP,8G48172753928,Return,1
,2019-01-01,2024-03-19,2023-06-02T04:38:45+05:30,cKrPUZF9UO,2023-06-13T01:00:27+05:30,3996,X001RF3C69,Unsellable,1,LP,6G59801245769,Return,1
,2019-01-01,2024-03-19,2023-06-02T04:38:45+05:30,cKrPUZF9UO,2023-06-13T01:00:27+05:30,3913,X001RDXKDV,Unsellable,2,LP,6G59801245769,Return,1
,2019-01-01,2024-03-19,2023-06-02T04:38:45+05:30,cKrPUZF9UO,2023-06-13T01:00:27+05:30,3976,X001RDSBSP,Unsellable,1,LP,6G59801245769,Return,1
,2019-01-01,2024-03-19,2023-05-24T13:34:37+05:30,230524RRE,2023-05-27T00:14:08+05:30,3837,X001RDQEPR,Unsellable,1,LP,8G48170953481,Return,1
,2019-01-01,2024-03-19,2023-05-24T13:17:29+05:30,230524R6O,2023-07-21T12:21:06+05:30,3812,X001QM06BR,Unsellable,9,LP,6G58573413970,Return,1
,2019-01-01,2024-03-19,2023-03-06T07:56:48+05:30,Rzh7ZWP7wW,2023-03-15T23:42:47+05:30,3389,X001FVI7LP,Unsellable,1,COLIS,24410000028593130,Return,1
,2019-01-01,2024-03-19,2023-03-06T07:56:48+05:30,Rzh7ZWP7wW,2023-03-09T20:56:57+05:30,3730,X001MFGU4Z,Unsellable,1,LP,6G57945915869,Return,1
,2019-01-01,2024-03-19,2023-02-21T08:42:04+05:30,vQQArD1RYM,2023-03-01T19:27:41+05:30,3659,X001KK16GJ,Unsellable,1,LP,6G57944883534,Return,1
,2019-01-01,2024-03-19,2023-02-21T08:42:04+05:30,vQQArD1RYM,2023-03-01T19:27:41+05:30,3730,X001MFGU4Z,Unsellable,1,LP,6G57944883534,Return,1
,2019-01-01,2024-03-19,2023-02-20T15:18:45+05:30,tEcvoZC4nO,2023-02-21T17:03:06+05:30,3540,X001GLFRIZ,Sellable,2,LP,6G56898280925,Return,1
,2019-01-01,2024-03-19,2023-01-21T07:57:18+05:30,vZfKdrqIMa,2023-02-06T18:24:24+05:30,3516,X001GXJHPR,Unsellable,1,LP,6G57942099098,Return,1
,2019-01-01,2024-03-19,2023-01-21T07:57:18+05:30,vZfKdrqIMa,2023-01-21T12:12:49+05:30,1654,X0016K311L,Unsellable,1,LP,8G02037371139,Return,1
,2019-01-01,2024-03-19,2023-01-21T05:03:54+05:30,WIpEP8pRbe,2023-01-21T17:47:54+05:30,3742,X001MNARKF,Unsellable,1,BPOST,323212505100032529341030,Liquidations,
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T18:23:56+05:30,2660,X0017TCSLF,Sellable,2,LP,6G57940001888,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T18:23:56+05:30,3116,B005D4O0LS,Sellable,1,LP,6G57940001888,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T18:23:56+05:30,2658,X0017NX8J7,Sellable,1,LP,6G57940001888,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T18:23:56+05:30,1529,X00151MBKX,Sellable,1,LP,6G57940001888,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T18:23:56+05:30,1887,X0016K4GO7,Sellable,1,LP,6G57940001888,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-19T10:15:55+05:30,1246,X00142GBU9,Sellable,1,LP,8G48477708388,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-19T10:15:55+05:30,3116,B005D4O0LS,Sellable,1,LP,8G48477708388,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-19T10:15:55+05:30,1612,X0016K3175,Sellable,1,LP,8G48477708388,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-19T10:15:55+05:30,1224,X0013VD965,Sellable,1,LP,8G48477708388,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-19T10:15:55+05:30,1845,X0016JVA8D,Sellable,1,LP,8G48477708388,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-19T10:15:55+05:30,3117,B005D4O0OA,Sellable,1,LP,8G48477708388,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-19T10:15:55+05:30,1309,X0014N1ATF,Sellable,1,LP,8G48477708388,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-19T10:15:55+05:30,674,X0011M6LDJ,Sellable,1,LP,8G48477708388,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-19T10:15:55+05:30,886,X0011PA0ER,Sellable,1,LP,8G48477708388,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-19T10:15:55+05:30,3031,X0018XPT07,Sellable,1,LP,8G48477708388,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-19T10:15:55+05:30,1122,X0013LGHL9,Sellable,1,LP,8G48477708388,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-25T16:02:52+05:30,3561,X001HA938F,Sellable,1,"LP, LP, LP","8G48210718704, 8G48210722572, 8G48210719411",Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-25T16:02:52+05:30,3377,X001DZ7F9N,Sellable,1,"LP, LP, LP","8G48210718704, 8G48210722572, 8G48210719411",Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-25T16:02:52+05:30,3766,X001HTMTOB,Sellable,2,"LP, LP, LP","8G48210718704, 8G48210722572, 8G48210719411",Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-25T16:02:52+05:30,3754,X001HTSS55,Sellable,1,"LP, LP, LP","8G48210718704, 8G48210722572, 8G48210719411",Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-25T16:02:52+05:30,3602,X001HVGSBJ,Sellable,3,"LP, LP, LP","8G48210718704, 8G48210722572, 8G48210719411",Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-25T16:02:52+05:30,3582,X001HABPOZ,Sellable,3,"LP, LP, LP","8G48210718704, 8G48210722572, 8G48210719411",Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-25T16:02:52+05:30,3767,X001HTMTNR,Sellable,2,"LP, LP, LP","8G48210718704, 8G48210722572, 8G48210719411",Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-25T16:02:52+05:30,3416,X001FVIVST,Sellable,3,"LP, LP, LP","8G48210718704, 8G48210722572, 8G48210719411",Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-25T16:02:52+05:30,1397,X0014N37AP,Sellable,1,"LP, LP, LP","8G48210718704, 8G48210722572, 8G48210719411",Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-25T16:02:52+05:30,3056,X0018XLFR3,Sellable,1,"LP, LP, LP","8G48210718704, 8G48210722572, 8G48210719411",Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-25T16:02:52+05:30,3769,X001HTMSE7,Sellable,1,"LP, LP, LP","8G48210718704, 8G48210722572, 8G48210719411",Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-25T16:02:52+05:30,3564,X001HABPPT,Sellable,5,"LP, LP, LP","8G48210718704, 8G48210722572, 8G48210719411",Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-25T16:02:52+05:30,1365,X0014N378H,Sellable,1,"LP, LP, LP","8G48210718704, 8G48210722572, 8G48210719411",Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-25T16:02:52+05:30,3440,X001FVIVT3,Sellable,1,"LP, LP, LP","8G48210718704, 8G48210722572, 8G48210719411",Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-25T16:02:52+05:30,3349,X001DZ7FEX,Sellable,2,"LP, LP, LP","8G48210718704, 8G48210722572, 8G48210719411",Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-25T16:02:52+05:30,3389,X001FVI7LP,Sellable,1,"LP, LP, LP","8G48210718704, 8G48210722572, 8G48210719411",Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-25T16:02:52+05:30,3750,X001HTSSAP,Sellable,1,"LP, LP, LP","8G48210718704, 8G48210722572, 8G48210719411",Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-19T21:39:16+05:30,1279,X0014N2SFF,Sellable,1,LP,6G57940259470,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-19T21:39:16+05:30,3002,X0018PL4Y5,Sellable,1,LP,6G57940259470,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-19T21:39:16+05:30,1471,X0014N1P4F,Sellable,1,LP,6G57940259470,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T15:25:42+05:30,996,X0013LDMB7,Sellable,1,DRUDE,003406018110100952650,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T15:25:42+05:30,3006,X0018XLFSR,Sellable,1,DRUDE,003406018110100952650,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T15:25:42+05:30,3567,X001HACUOJ,Sellable,2,DRUDE,003406018110100952650,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T15:25:42+05:30,959,X0013CEYGN,Sellable,1,DRUDE,003406018110100952650,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T15:25:42+05:30,2265,X0017KIK7F,Sellable,1,DRUDE,003406018110100952650,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T15:25:42+05:30,2493,X0017KIKVB,Sellable,1,DRUDE,003406018110100952650,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T15:25:42+05:30,1723,X0016JVAHJ,Sellable,1,DRUDE,003406018110100952650,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T15:25:42+05:30,2633,X0017M7RJF,Sellable,1,DRUDE,003406018110100952650,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T15:25:42+05:30,3754,X001HTSS55,Sellable,1,DRUDE,003406018110100952650,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T15:25:42+05:30,2388,X0017KHVC5,Sellable,1,DRUDE,003406018110100952650,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T15:25:42+05:30,913,X0013CERFL,Sellable,1,DRUDE,003406018110100952650,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T15:25:42+05:30,2343,X0017KI057,Sellable,1,DRUDE,003406018110100952650,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T15:25:42+05:30,1167,X0013LDLM7,Sellable,1,DRUDE,003406018110100952650,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T15:25:42+05:30,2309,X0017KI06L,Sellable,1,DRUDE,003406018110100952650,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T15:25:42+05:30,2500,X0017KIK39,Sellable,1,DRUDE,003406018110100952650,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T15:25:42+05:30,2655,X0017MG7H3,Sellable,1,DRUDE,003406018110100952650,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T15:25:42+05:30,2402,X0017KIK4D,Sellable,1,DRUDE,003406018110100952650,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T15:25:42+05:30,2611,X0017KIJZX,Sellable,1,DRUDE,003406018110100952650,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T15:25:42+05:30,1702,X0016JVAPB,Sellable,1,DRUDE,003406018110100952650,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T15:25:42+05:30,3360,X001DZ73F9,Sellable,1,DRUDE,003406018110100952650,Return,1
,2019-01-01,2024-03-19,2023-01-17T03:29:47+05:30,ic6cNzpflL,2023-01-18T15:25:42+05:30,1330,X0014N375P,Sellable,1,DRUDE,003406018110100952650,Return,1
