afnRemovalOrderDetailId,afnRemovalOrderId,skuId,fnsku,disposition,requestedQuantity,cancelledQuantity,disposedQuantity,shippedQuantity,inProcessQuantity,removalFee,currency
,109,235,X000ZVL443,Sellable,1,0,,1,0,0.00,EUR
,109,306,X000ZW6B1D,Sellable,1,1,,0,0,,
,109,298,X000ZXE89J,Sellable,1,1,,0,0,,
,109,228,X000ZYT9XX,Sellable,1,1,,0,0,,
,109,242,X000ZYTBC7,Sellable,1,0,,1,0,0.00,EUR
,109,239,X000ZYTBGN,Sellable,1,0,,1,0,0.00,EUR
,109,236,X000ZYTOGP,Sellable,1,0,,1,0,0.00,EUR
,109,268,X000ZZYGZ3,Sellable,1,0,,1,0,0.00,EUR
,109,437,X00103VQ7F,Sellable,3,3,,0,0,,
,109,226,X0010GLSVB,Sellable,1,0,,1,0,0.00,EUR
,109,230,X0010GLX4X,Sellable,1,1,,0,0,,
,109,420,X0010PMCZD,Sellable,2,0,,2,0,0.00,EUR
,109,418,X0010SZ5ZJ,Sellable,1,0,,1,0,0.00,EUR
,109,446,X0010SZBGR,Sellable,1,0,,1,0,0.00,EUR
,109,475,X0011KTN8L,Sellable,1,1,,0,0,,
,109,491,X0011KTN8V,Sellable,4,4,,0,0,,
,109,474,X0011KTN95,Sellable,3,3,,0,0,,
,109,500,X0011KTN9Z,Sellable,5,5,,0,0,,
,109,569,X0011KTNAJ,Sellable,2,0,,2,0,0.00,EUR
,109,568,X0011KTNB3,Sellable,1,0,,1,0,0.00,EUR
,109,549,X0011KTNBD,Sellable,4,4,,0,0,,
,109,603,X0011KTNBX,Sellable,1,1,,0,0,,
,109,583,X0011KTNC7,Sellable,3,3,,0,0,,
,109,592,X0011KTNCH,Sellable,3,3,,0,0,,
,109,582,X0011KTND1,Sellable,2,2,,0,0,,
,109,635,X0011KTNDV,Sellable,2,0,,2,0,0.00,EUR
,109,496,X0011KTNIL,Sellable,3,3,,0,0,,
,109,484,X0011KTNIV,Sellable,5,5,,0,0,,
,109,499,X0011KTNJ5,Sellable,2,2,,0,0,,
,109,476,X0011KTNJF,Sellable,2,0,,2,0,0.00,EUR
,109,506,X0011KTNJZ,Sellable,2,2,,0,0,,
,109,553,X0011KTNL3,Sellable,2,2,,0,0,,
,109,540,X0011KTNLD,Sellable,3,3,,0,0,,
,109,562,X0011KTNLX,Sellable,1,1,,0,0,,
,109,608,X0011KTNM7,Sellable,2,2,,0,0,,
,109,579,X0011KTNMH,Sellable,5,1,,4,0,0.00,EUR
,109,605,X0011KTNN1,Sellable,2,0,,2,0,0.00,EUR
,109,588,X0011KTNNB,Sellable,1,1,,0,0,,
,109,661,X0011KTNNV,Sellable,2,2,,0,0,,
,109,653,X0011KTNO5,Sellable,3,3,,0,0,,
,109,655,X0011KTNOF,Sellable,1,1,,0,0,,
,109,671,X0011KTNOP,Sellable,2,0,,2,0,0.00,EUR
,109,657,X0011KTNOZ,Sellable,3,0,,3,0,0.00,EUR
,109,644,X0011KTNP9,Sellable,3,3,,0,0,,
,109,689,X0011KTNPT,Sellable,2,2,,0,0,,
,109,717,X0011KTNQN,Sellable,2,2,,0,0,,
,109,720,X0011KTNQX,Sellable,2,0,,2,0,0.00,EUR
,109,744,X0011KTNRR,Sellable,1,1,,0,0,,
,109,752,X0011KTNSB,Sellable,2,2,,0,0,,
,109,725,X0011KTNSL,Sellable,1,1,,0,0,,
,109,726,X0011KTNSV,Sellable,1,1,,0,0,,
,109,774,X0011KTNTF,Sellable,3,1,,2,0,0.00,EUR
,109,823,X0011KTNTP,Sellable,1,1,,0,0,,
,109,807,X0011KTNU9,Sellable,2,1,,1,0,0.00,EUR
,109,849,X0011KTNVD,Sellable,1,1,,0,0,,
,109,860,X0011KTNVX,Sellable,2,2,,0,0,,
,109,875,X0011KTNWR,Sellable,2,2,,0,0,,
,109,890,X0011KTNX1,Sellable,2,2,,0,0,,
,109,503,X0011KTOXF,Sellable,3,2,,1,0,0.00,EUR
,109,505,X0011KTOXP,Sellable,3,1,,2,0,0.00,EUR
,109,492,X0011KTOXZ,Sellable,2,2,,0,0,,
,109,514,X0011KTOYJ,Sellable,2,2,,0,0,,
,109,555,X0011KTOZ3,Sellable,2,2,,0,0,,
,109,554,X0011KTOZD,Sellable,1,1,,0,0,,
,109,571,X0011KTOZN,Sellable,2,2,,0,0,,
,109,557,X0011KTP07,Sellable,2,2,,0,0,,
,109,576,X0011KTP0R,Sellable,2,0,,2,0,0.00,EUR
,109,593,X0011KTP11,Sellable,4,1,,3,0,0.00,EUR
,109,612,X0011KTP1L,Sellable,1,1,,0,0,,
,109,637,X0011KTP25,Sellable,3,0,,3,0,0.00,EUR
,109,656,X0011KTP2P,Sellable,9,0,,9,0,0.00,EUR
,109,658,X0011KTP39,Sellable,1,1,,0,0,,
,109,711,X0011KTP3T,Sellable,2,2,,0,0,,
,109,691,X0011KTP43,Sellable,1,1,,0,0,,
,109,683,X0011KTP4D,Sellable,2,2,,0,0,,
,109,702,X0011KTP57,Sellable,1,1,,0,0,,
,109,756,X0011KTP5H,Sellable,2,2,,0,0,,
,109,735,X0011KTP5R,Sellable,2,2,,0,0,,
,109,728,X0011KTP6B,Sellable,2,0,,2,0,0.00,EUR
,109,736,X0011KTP6L,Sellable,4,0,,4,0,0.00,EUR
,109,792,X0011KTP75,Sellable,3,3,,0,0,,
,109,799,X0011KTP7F,Sellable,3,2,,1,0,0.00,EUR
,109,809,X0011KTP7P,Sellable,3,0,,3,0,0.00,EUR
,109,777,X0011KTP89,Sellable,3,0,,3,0,0.00,EUR
,109,863,X0011KTP8T,Sellable,3,3,,0,0,,
,109,845,X0011KTP9D,Sellable,2,2,,0,0,,
,109,856,X0011KTP9N,Sellable,2,0,,2,0,0.00,EUR
,109,861,X0011KTP9X,Sellable,1,1,,0,0,,
,109,885,X0011KTPA7,Sellable,1,0,,1,0,0.00,EUR
,109,888,X0011KTPAH,Sellable,3,0,,3,0,0.00,EUR
,109,634,X0011KUBR3,Sellable,2,2,,0,0,,
,109,640,X0011M6LBL,Sellable,1,1,,0,0,,
,109,712,X0011M6LCF,Sellable,2,2,,0,0,,
,109,685,X0011M6LCP,Sellable,1,1,,0,0,,
,109,694,X0011M6LD9,Sellable,2,0,,2,0,0.00,EUR
,109,674,X0011M6LDJ,Sellable,1,1,,0,0,,
,109,754,X0011M6LE3,Sellable,3,3,,0,0,,
,109,743,X0011M6LED,Sellable,3,3,,0,0,,
,109,732,X0011M6LEX,Sellable,5,5,,0,0,,
,109,796,X0011M6LG1,Sellable,3,3,,0,0,,
,109,790,X0011M6LGB,Sellable,1,1,,0,0,,
,109,789,X0011M6LGL,Sellable,3,2,,1,0,0.00,EUR
,109,797,X0011M6LH5,Sellable,1,1,,0,0,,
,109,842,X0011M6LHF,Sellable,2,0,,2,0,0.00,EUR
,109,839,X0011M6LHZ,Sellable,1,0,,1,0,0.00,EUR
,109,864,X0011M6LI9,Sellable,6,6,,0,0,,
,109,855,X0011M6LIT,Sellable,2,2,,0,0,,
,109,882,X0011M6LJD,Sellable,2,0,,2,0,0.00,EUR
,109,883,X0011M6LJN,Sellable,4,4,,0,0,,
,109,504,X0011M79HB,Sellable,1,1,,0,0,,
,109,537,X0011M7B4H,Sellable,3,3,,0,0,,
,109,812,X0011M7C0F,Sellable,3,3,,0,0,,
,109,577,X0011M7DB3,Sellable,2,2,,0,0,,
,109,873,X0011M7E4T,Sellable,1,1,,0,0,,
,109,620,X0011M7ETJ,Sellable,2,2,,0,0,,
,109,487,X0011NV4MB,Sellable,3,3,,0,0,,
,109,522,X0011NV4MV,Sellable,2,2,,0,0,,
,109,495,X0011NV4NP,Sellable,4,4,,0,0,,
,109,527,X0011NV4O9,Sellable,3,0,,3,0,0.00,EUR
,109,524,X0011NV4OJ,Sellable,1,0,,1,0,0.00,EUR
,109,558,X0011NV4P3,Sellable,2,0,,2,0,0.00,EUR
,109,578,X0011NV4PD,Sellable,2,0,,2,0,0.00,EUR
,109,590,X0011NV4PN,Sellable,3,0,,3,0,0.00,EUR
,109,580,X0011NV4Q7,Sellable,4,4,,0,0,,
,109,621,X0011NV4QH,Sellable,2,2,,0,0,,
,109,643,X0011NV4QR,Sellable,3,0,,3,0,0.00,EUR
,109,666,X0011NV4R1,Sellable,2,2,,0,0,,
,109,628,X0011NV4RB,Sellable,3,3,,0,0,,
,109,667,X0011NV4RL,Sellable,3,3,,0,0,,
,109,662,X0011NV4RV,Sellable,2,2,,0,0,,
,109,638,X0011NV4S5,Sellable,3,3,,0,0,,
,109,684,X0011NV4SF,Sellable,3,3,,0,0,,
,109,710,X0011NV4SP,Sellable,3,0,,3,0,0.00,EUR
,109,680,X0011NV4SZ,Sellable,3,3,,0,0,,
,109,733,X0011NV4TJ,Sellable,3,0,,3,0,0.00,EUR
,109,747,X0011NV4U3,Sellable,1,0,,1,0,0.00,EUR
,109,767,X0011NV4UN,Sellable,2,2,,0,0,,
,109,762,X0011NV4UX,Sellable,2,0,,2,0,0.00,EUR
,109,781,X0011NV4VH,Sellable,2,2,,0,0,,
,109,783,X0011NV4VR,Sellable,1,1,,0,0,,
,109,785,X0011NV4WB,Sellable,9,9,,0,0,,
,109,804,X0011NV4WL,Sellable,3,3,,0,0,,
,109,872,X0011NV4WV,Sellable,1,0,,1,0,0.00,EUR
,109,853,X0011NV4X5,Sellable,1,1,,0,0,,
,109,871,X0011NV4XZ,Sellable,1,0,,1,0,0.00,EUR
,109,848,X0011NV4Y9,Sellable,1,0,,1,0,0.00,EUR
,109,884,X0011NV4YJ,Sellable,1,1,,0,0,,
,109,494,X0011NV6ID,Sellable,3,3,,0,0,,
,109,518,X0011NV6IN,Sellable,3,3,,0,0,,
,109,490,X0011NV6IX,Sellable,1,1,,0,0,,
,109,513,X0011NV6J7,Sellable,2,0,,2,0,0.00,EUR
,109,501,X0011NV6JH,Sellable,1,1,,0,0,,
,109,573,X0011NV6K1,Sellable,2,0,,2,0,0.00,EUR
,109,538,X0011NV6KB,Sellable,3,3,,0,0,,
,109,552,X0011NV6KV,Sellable,3,2,,1,0,0.00,EUR
,109,548,X0011NV6L5,Sellable,4,4,,0,0,,
,109,533,X0011NV6LF,Sellable,3,2,,1,0,0.00,EUR
,109,595,X0011NV6LP,Sellable,1,0,,1,0,0.00,EUR
,109,611,X0011NV6M9,Sellable,2,2,,0,0,,
,109,665,X0011NV6O7,Sellable,1,1,,0,0,,
,109,626,X0011NV6OR,Sellable,2,2,,0,0,,
,109,697,X0011NV6P1,Sellable,1,0,,1,0,0.00,EUR
,109,698,X0011NV6PV,Sellable,5,0,,5,0,0.00,EUR
,109,734,X0011NV6QP,Sellable,3,1,,2,0,0.00,EUR
,109,765,X0011NV6RJ,Sellable,2,2,,0,0,,
,109,750,X0011NV6S3,Sellable,4,4,,0,0,,
,109,780,X0011NV6SX,Sellable,1,1,,0,0,,
,109,811,X0011NV6T7,Sellable,6,6,,0,0,,
,109,794,X0011NV6TH,Sellable,3,3,,0,0,,
,109,816,X0011NV6TR,Sellable,2,0,,2,0,0.00,EUR
,109,1261,X0011NV6UB,Sellable,1,1,,0,0,,
,109,838,X0011NV6UL,Sellable,1,0,,1,0,0.00,EUR
,109,846,X0011NV6UV,Sellable,2,0,,2,0,0.00,EUR
,109,707,X0011NVLND,Sellable,2,0,,2,0,0.00,EUR
,109,664,X0011NVMMD,Sellable,1,1,,0,0,,
,109,886,X0011PA0ER,Sellable,1,1,,0,0,,
,109,493,X0011QN787,Sellable,3,3,,0,0,,
,109,481,X0011QN78H,Sellable,2,2,,0,0,,
,109,485,X0011QN78R,Sellable,2,2,,0,0,,
,109,567,X0011QN79V,Sellable,2,2,,0,0,,
,109,566,X0011QN7A5,Sellable,1,0,,1,0,0.00,EUR
,109,531,X0011QN7AF,Sellable,2,2,,0,0,,
,109,535,X0011QN7AZ,Sellable,2,0,,2,0,0.00,EUR
,109,543,X0011QN7B9,Sellable,2,2,,0,0,,
,109,615,X0011QN7BT,Sellable,3,2,,1,0,0.00,EUR
,109,596,X0011QN7CD,Sellable,4,3,,1,0,0.00,EUR
,109,617,X0011QN7CN,Sellable,5,5,,0,0,,
,109,632,X0011QN7DH,Sellable,3,1,,2,0,0.00,EUR
,109,641,X0011QN7DR,Sellable,3,3,,0,0,,
,109,627,X0011QN7E1,Sellable,3,3,,0,0,,
,109,625,X0011QN7EB,Sellable,5,5,,0,0,,
,109,629,X0011QN7EL,Sellable,1,1,,0,0,,
,109,706,X0011QN7F5,Sellable,3,3,,0,0,,
,109,692,X0011QN7FP,Sellable,3,3,,0,0,,
,109,688,X0011QN7FZ,Sellable,2,2,,0,0,,
,109,723,X0011QN7G9,Sellable,2,2,,0,0,,
,109,753,X0011QN7GT,Sellable,2,2,,0,0,,
,109,737,X0011QN7H3,Sellable,7,4,,3,0,0.00,EUR
,109,770,X0011QN7HD,Sellable,2,2,,0,0,,
,109,768,X0011QN7HN,Sellable,3,3,,0,0,,
,109,731,X0011QN7HX,Sellable,3,3,,0,0,,
,109,724,X0011QN7I7,Sellable,3,3,,0,0,,
,109,821,X0011QN7IR,Sellable,1,1,,0,0,,
,109,782,X0011QN7J1,Sellable,2,2,,0,0,,
,109,793,X0011QN7JB,Sellable,1,1,,0,0,,
,109,831,X0011QN7JV,Sellable,1,1,,0,0,,
,109,889,X0011QN7LJ,Sellable,2,0,,2,0,0.00,EUR
,109,891,X0011QN7LT,Sellable,1,1,,0,0,,
,109,519,X0011QNOQR,Sellable,3,3,,0,0,,
,109,508,X0011QNOR1,Sellable,2,2,,0,0,,
,109,509,X0011QNORB,Sellable,3,0,,3,0,0.00,EUR
,109,479,X0011QNORV,Sellable,1,0,,1,0,0.00,EUR
,109,486,X0011QNOS5,Sellable,1,1,,0,0,,
,109,545,X0011QNOSF,Sellable,3,2,,1,0,0.00,EUR
,109,561,X0011QNOSP,Sellable,2,0,,2,0,0.00,EUR
,109,546,X0011QNOSZ,Sellable,1,1,,0,0,,
,109,532,X0011QNOT9,Sellable,1,0,,1,0,0.00,EUR
,109,542,X0011QNOTJ,Sellable,1,0,,1,0,0.00,EUR
,109,587,X0011QNOU3,Sellable,3,3,,0,0,,
,109,604,X0011QNOUD,Sellable,1,1,,0,0,,
,109,623,X0011QNOUN,Sellable,2,2,,0,0,,
,109,601,X0011QNOUX,Sellable,2,0,,2,0,0.00,EUR
,109,645,X0011QNOV7,Sellable,2,2,,0,0,,
,109,636,X0011QNOVH,Sellable,3,2,,1,0,0.00,EUR
,109,649,X0011QNOVR,Sellable,2,0,,2,0,0.00,EUR
,109,654,X0011QNOW1,Sellable,3,0,,3,0,0.00,EUR
,109,715,X0011QNOWV,Sellable,3,0,,3,0,0.00,EUR
,109,679,X0011QNOX5,Sellable,2,0,,2,0,0.00,EUR
,109,682,X0011QNOXF,Sellable,3,0,,3,0,0.00,EUR
,109,704,X0011QNOXP,Sellable,2,2,,0,0,,
,109,700,X0011QNOXZ,Sellable,3,3,,0,0,,
,109,677,X0011QNOY9,Sellable,1,1,,0,0,,
,109,763,X0011QNOYJ,Sellable,2,2,,0,0,,
,109,773,X0011QNOZN,Sellable,3,3,,0,0,,
,109,798,X0011QNP07,Sellable,3,3,,0,0,,
,109,800,X0011QNP0H,Sellable,1,1,,0,0,,
,109,775,X0011QNP0R,Sellable,4,0,,4,0,0.00,EUR
,109,784,X0011QNP11,Sellable,4,1,,3,0,0.00,EUR
,109,815,X0011QNP1B,Sellable,5,3,,2,0,0.00,EUR
,109,818,X0011QNP1L,Sellable,2,2,,0,0,,
,109,824,X0011QNP25,Sellable,2,1,,1,0,0.00,EUR
,109,847,X0011QNP2P,Sellable,2,2,,0,0,,
,109,835,X0011QNP3J,Sellable,3,3,,0,0,,
,109,887,X0011QNP3T,Sellable,2,2,,0,0,,
,109,874,X0011QNP43,Sellable,2,1,,1,0,0.00,EUR
,109,836,X0011QNP4D,Sellable,1,1,,0,0,,
,109,517,X0011QNT2V,Sellable,3,3,,0,0,,
,109,488,X0011QNT35,Sellable,1,1,,0,0,,
,109,511,X0011QNT3F,Sellable,2,0,,2,0,0.00,EUR
,109,520,X0011QNT3P,Sellable,2,2,,0,0,,
,109,565,X0011QNT49,Sellable,4,4,,0,0,,
,109,564,X0011QNT4J,Sellable,3,3,,0,0,,
,109,559,X0011QNT4T,Sellable,3,3,,0,0,,
,109,544,X0011QNT53,Sellable,1,1,,0,0,,
,109,536,X0011QNT5N,Sellable,2,0,,2,0,0.00,EUR
,109,599,X0011QNT5X,Sellable,2,0,,2,0,0.00,EUR
,109,591,X0011QNT67,Sellable,2,2,,0,0,,
,109,610,X0011QNT6H,Sellable,1,1,,0,0,,
,109,575,X0011QNT6R,Sellable,2,2,,0,0,,
,109,619,X0011QNT7B,Sellable,1,1,,0,0,,
,109,652,X0011QNT7V,Sellable,2,0,,2,0,0.00,EUR
,109,647,X0011QNT8P,Sellable,3,3,,0,0,,
,109,642,X0011QNT8Z,Sellable,2,0,,2,0,0.00,EUR
,109,716,X0011QNT9J,Sellable,4,0,,4,0,0.00,EUR
,109,705,X0011QNT9T,Sellable,1,1,,0,0,,
,109,713,X0011QNTAN,Sellable,1,1,,0,0,,
,109,693,X0011QNTAX,Sellable,4,1,,3,0,0.00,EUR
,109,741,X0011QNTB7,Sellable,5,0,,5,0,0.00,EUR
,109,772,X0011QNTBH,Sellable,2,1,,1,0,0.00,EUR
,109,730,X0011QNTCL,Sellable,3,3,,0,0,,
,109,787,X0011QNTCV,Sellable,3,2,,1,0,0.00,EUR
,109,776,X0011QNTD5,Sellable,2,2,,0,0,,
,109,813,X0011QNTDF,Sellable,3,3,,0,0,,
,109,808,X0011QNTE9,Sellable,1,1,,0,0,,
,109,830,X0011QNTEJ,Sellable,2,2,,0,0,,
,109,868,X0011QNTF3,Sellable,2,2,,0,0,,
,109,828,X0011QNTFD,Sellable,2,1,,1,0,0.00,EUR
,109,521,X0011QNWPF,Sellable,1,1,,0,0,,
,109,478,X0011QNWPP,Sellable,2,2,,0,0,,
,109,523,X0011QNWPZ,Sellable,2,0,,2,0,0.00,EUR
,109,512,X0011QNWQ9,Sellable,2,0,,2,0,0.00,EUR
,109,515,X0011QNWQJ,Sellable,3,0,,3,0,0.00,EUR
,109,550,X0011QNWQT,Sellable,2,2,,0,0,,
,109,526,X0011QNWR3,Sellable,2,1,,1,0,0.00,EUR
,109,528,X0011QNWS7,Sellable,4,3,,1,0,0.00,EUR
,109,585,X0011QNWSR,Sellable,2,2,,0,0,,
,109,594,X0011QNWT1,Sellable,1,1,,0,0,,
,109,622,X0011QNWTL,Sellable,2,2,,0,0,,
,109,606,X0011QNWTV,Sellable,2,2,,0,0,,
,109,631,X0011QNWUZ,Sellable,2,2,,0,0,,
,109,633,X0011QNWVT,Sellable,2,2,,0,0,,
,109,722,X0011QNWW3,Sellable,1,0,,1,0,0.00,EUR
,109,699,X0011QNWWD,Sellable,2,2,,0,0,,
,109,686,X0011QNWWX,Sellable,3,1,,2,0,0.00,EUR
,109,703,X0011QNWX7,Sellable,2,2,,0,0,,
,109,695,X0011QNWXH,Sellable,2,0,,2,0,0.00,EUR
,109,761,X0011QNWXR,Sellable,6,6,,0,0,,
,109,738,X0011QNWYB,Sellable,3,3,,0,0,,
,109,759,X0011QNWYL,Sellable,3,0,,3,0,0.00,EUR
,109,740,X0011QNWYV,Sellable,2,0,,2,0,0.00,EUR
,109,771,X0011QNWZ5,Sellable,3,3,,0,0,,
,109,778,X0011QNWZP,Sellable,2,2,,0,0,,
,109,820,X0011QNX09,Sellable,1,1,,0,0,,
,109,803,X0011QNX0J,Sellable,2,0,,2,0,0.00,EUR
,109,843,X0011QNX0T,Sellable,1,1,,0,0,,
,109,850,X0011QNX1D,Sellable,4,4,,0,0,,
,109,879,X0011QNZDJ,Sellable,2,2,,0,0,,
,109,876,X0011QNZDT,Sellable,2,2,,0,0,,
,109,597,X0011QO2QN,Sellable,1,0,,1,0,0.00,EUR
,109,551,X0011QOW0T,Sellable,2,2,,0,0,,
,109,870,X0011QOYUH,Sellable,2,2,,0,0,,
,109,1013,X0013LGFE3,Unsellable,1,1,,0,0,,
,109,1429,X0014N1MJX,Unsellable,1,1,,0,0,,
,109,1690,X0016K00JH,Unsellable,1,1,,0,0,,
,109,1572,X0016K00QZ,Unsellable,1,1,,0,0,,
,109,1826,X0016K0303,Unsellable,1,1,,0,0,,
,109,2227,X00173UKNJ,Unsellable,1,1,,0,0,,
,109,2242,X0017BEP6J,Sellable,15,0,,15,0,0.00,EUR
,110,1013,X0013LGFE3,Unsellable,1,0,,1,0,0.00,EUR
,110,1572,X0016K00QZ,Unsellable,1,0,,1,0,0.00,EUR
,110,1826,X0016K0303,Unsellable,1,0,,1,0,0.00,EUR
,112,290,B06XCP6CCZ,Sellable,1,0,,1,0,0.00,EUR
,112,11,X000YYNSDB,Sellable,1,0,,1,0,0.00,EUR
,112,4,X000YYNVAV,Sellable,1,1,,0,0,,
,112,15,X000YYNWA5,Unsellable,1,1,,0,0,,
,112,44,X000Z2QEZ1,Sellable,2,2,,0,0,,
,112,51,X000Z2QLMH,Sellable,1,1,,0,0,,
,112,50,X000Z2QR8P,Sellable,3,3,,0,0,,
,112,100,X000Z87A9J,Sellable,1,1,,0,0,,
,112,123,X000Z99K5Z,Sellable,1,0,,1,0,0.00,EUR
,112,119,X000Z99KA5,Sellable,1,0,,1,0,0.00,EUR
,112,38,X000ZACS0N,Sellable,2,2,,0,0,,
,112,39,X000ZACS53,Sellable,2,0,,2,0,0.00,EUR
,112,55,X000ZF18QN,Sellable,2,2,,0,0,,
,112,73,X000ZFE1MV,Sellable,2,2,,0,0,,
,112,187,X000ZHAXNF,Sellable,1,0,,1,0,0.00,EUR
,112,197,X000ZHB0FZ,Sellable,2,0,,2,0,0.00,EUR
,112,142,X000ZL0ZAH,Sellable,1,0,,1,0,0.00,EUR
,112,124,X000ZL11SH,Sellable,1,1,,0,0,,
,112,121,X000ZL12DB,Sellable,1,0,,1,0,0.00,EUR
,112,122,X000ZL14C5,Sellable,1,0,,1,0,0.00,EUR
,112,139,X000ZL14IJ,Sellable,1,1,,0,0,,
,112,151,X000ZL14QV,Sellable,1,0,,1,0,0.00,EUR
,112,191,X000ZL586N,Sellable,2,0,,2,0,0.00,EUR
,112,66,X000ZMXG6L,Sellable,2,2,,0,0,,
,112,101,X000ZNSACF,Sellable,1,1,,0,0,,
,112,129,X000ZOX7GX,Sellable,2,1,,1,0,0.00,EUR
,112,137,X000ZOXCLD,Sellable,1,0,,1,0,0.00,EUR
,112,135,X000ZOXEQ1,Sellable,1,1,,0,0,,
,112,204,X000ZP1VYR,Sellable,2,0,,2,0,0.00,EUR
,112,132,X000ZU1PYN,Sellable,1,0,,1,0,0.00,EUR
,112,219,X000ZUB6JH,Sellable,1,1,,0,0,,
,112,232,X000ZUMCO5,Sellable,1,1,,0,0,,
,112,229,X000ZUYYY1,Sellable,1,1,,0,0,,
,112,224,X000ZUZK9T,Sellable,1,1,,0,0,,
,112,237,X000ZV0LXX,Sellable,1,1,,0,0,,
,112,231,X000ZV0ZHP,Sellable,1,1,,0,0,,
,112,221,X000ZV1RSV,Sellable,1,0,,1,0,0.00,EUR
,112,240,X000ZVKV3X,Sellable,1,1,,0,0,,
,112,235,X000ZVL443,Sellable,1,1,,0,0,,
,112,306,X000ZW6B1D,Sellable,1,0,,1,0,0.00,EUR
,112,298,X000ZXE89J,Sellable,1,0,,1,0,0.00,EUR
,112,228,X000ZYT9XX,Sellable,1,0,,1,0,0.00,EUR
,112,242,X000ZYTBC7,Sellable,1,1,,0,0,,
,112,239,X000ZYTBGN,Sellable,1,1,,0,0,,
,112,236,X000ZYTOGP,Sellable,1,1,,0,0,,
,112,268,X000ZZYGZ3,Sellable,1,1,,0,0,,
,112,437,X00103VQ7F,Sellable,3,0,,3,0,0.00,EUR
,112,226,X0010GLSVB,Sellable,1,1,,0,0,,
,112,230,X0010GLX4X,Sellable,1,0,,1,0,0.00,EUR
,112,420,X0010PMCZD,Sellable,2,2,,0,0,,
,112,418,X0010SZ5ZJ,Sellable,1,1,,0,0,,
,112,446,X0010SZBGR,Sellable,1,1,,0,0,,
,112,475,X0011KTN8L,Sellable,1,0,,1,0,0.00,EUR
,112,491,X0011KTN8V,Sellable,4,0,,4,0,0.00,EUR
,112,474,X0011KTN95,Sellable,3,0,,3,0,0.00,EUR
,112,500,X0011KTN9Z,Sellable,5,0,,5,0,0.00,EUR
,112,569,X0011KTNAJ,Sellable,2,2,,0,0,,
,112,568,X0011KTNB3,Sellable,1,1,,0,0,,
,112,549,X0011KTNBD,Sellable,4,0,,4,0,0.00,EUR
,112,603,X0011KTNBX,Sellable,1,0,,1,0,0.00,EUR
,112,583,X0011KTNC7,Sellable,3,0,,3,0,0.00,EUR
,112,592,X0011KTNCH,Sellable,3,0,,3,0,0.00,EUR
,112,582,X0011KTND1,Sellable,2,0,,2,0,0.00,EUR
,112,635,X0011KTNDV,Sellable,2,2,,0,0,,
,112,496,X0011KTNIL,Sellable,3,0,,3,0,0.00,EUR
,112,484,X0011KTNIV,Sellable,5,0,,5,0,0.00,EUR
,112,499,X0011KTNJ5,Sellable,2,0,,2,0,0.00,EUR
,112,476,X0011KTNJF,Sellable,2,2,,0,0,,
,112,506,X0011KTNJZ,Sellable,2,0,,2,0,0.00,EUR
,112,553,X0011KTNL3,Sellable,2,0,,2,0,0.00,EUR
,112,540,X0011KTNLD,Sellable,3,0,,3,0,0.00,EUR
,112,562,X0011KTNLX,Sellable,1,0,,1,0,0.00,EUR
,112,608,X0011KTNM7,Sellable,2,0,,2,0,0.00,EUR
,112,579,X0011KTNMH,Sellable,5,4,,1,0,0.00,EUR
,112,605,X0011KTNN1,Sellable,2,2,,0,0,,
,112,588,X0011KTNNB,Sellable,1,0,,1,0,0.00,EUR
,112,661,X0011KTNNV,Sellable,2,0,,2,0,0.00,EUR
,112,653,X0011KTNO5,Sellable,3,0,,3,0,0.00,EUR
,112,655,X0011KTNOF,Sellable,1,0,,1,0,0.00,EUR
,112,671,X0011KTNOP,Sellable,2,2,,0,0,,
,112,657,X0011KTNOZ,Sellable,3,3,,0,0,,
,112,644,X0011KTNP9,Sellable,3,0,,3,0,0.00,EUR
,112,689,X0011KTNPT,Sellable,2,0,,2,0,0.00,EUR
,112,717,X0011KTNQN,Sellable,2,0,,2,0,0.00,EUR
,112,720,X0011KTNQX,Sellable,2,2,,0,0,,
,112,744,X0011KTNRR,Sellable,1,0,,1,0,0.00,EUR
,112,752,X0011KTNSB,Sellable,2,0,,2,0,0.00,EUR
,112,725,X0011KTNSL,Sellable,1,0,,1,0,0.00,EUR
,112,726,X0011KTNSV,Sellable,1,0,,1,0,0.00,EUR
,112,774,X0011KTNTF,Sellable,3,2,,1,0,0.00,EUR
,112,823,X0011KTNTP,Sellable,1,0,,1,0,0.00,EUR
,112,807,X0011KTNU9,Sellable,2,2,,0,0,,
,112,849,X0011KTNVD,Sellable,1,0,,1,0,0.00,EUR
,112,860,X0011KTNVX,Sellable,2,0,,2,0,0.00,EUR
,112,875,X0011KTNWR,Sellable,2,0,,2,0,0.00,EUR
,112,890,X0011KTNX1,Sellable,2,0,,2,0,0.00,EUR
,112,503,X0011KTOXF,Sellable,3,1,,2,0,0.00,EUR
,112,505,X0011KTOXP,Sellable,3,2,,1,0,0.00,EUR
,112,492,X0011KTOXZ,Sellable,2,0,,2,0,0.00,EUR
,112,514,X0011KTOYJ,Sellable,2,0,,2,0,0.00,EUR
,112,555,X0011KTOZ3,Sellable,2,0,,2,0,0.00,EUR
,112,554,X0011KTOZD,Sellable,1,0,,1,0,0.00,EUR
,112,571,X0011KTOZN,Sellable,2,0,,2,0,0.00,EUR
,112,557,X0011KTP07,Sellable,2,0,,2,0,0.00,EUR
