skuId,sku,countryCode,fnsku,skuAcquisitionCostExc,skuAcquisitionCostInc,skuAfnTotalQuantity,skuAverageSellingPriceInc,skuAverageNetMargin,skuAverageNetMarginPercentage,skuAverageReturnOnInvestmentRate,skuAverageDailyReturnOnInvestmentRate,isActive,numberOfActiveDays,numberOfUnitSold,skuAverageUnitSoldPerDay,skuRestockAlertQuantity,skuIsTest
,"Expodif-juin20-3,9-088",FR,null,4.12,4.34,0,14.90,3.16,0.22320,0.76700,0.00107,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-3,9-089",FR,null,4.12,4.34,0,14.95,3.96,0.26490,0.96120,0.01232,FALSE,null,3,0.02,1,FALSE
,"Expodif-juin20-5,28-090",FR,null,5.42,5.72,0,20.00,6.93,0.34650,1.27860,0.00307,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-5,28-091",FR,null,5.42,5.72,0,20.00,5.95,0.31320,1.09780,0.00153,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-4,75-092",FR,null,4.92,5.19,0,18.00,4.37,0.24280,0.88820,0.00419,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-3,9-093",FR,null,4.12,4.34,0,15.00,-2.77,-0.39630,-0.67230,-0.00354,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-2,64-094",FR,null,2.92,3.08,0,16.90,6.81,0.40300,2.33220,0.09701,FALSE,null,1,0.08,1,FALSE
,"Expodif-juin20-3,17-095",FR,null,3.42,3.61,0,14.95,3.84,0.27470,1.12280,0.01130,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-3,17-096",FR,null,3.42,3.61,0,14.95,1.01,0.09500,0.29530,0.00153,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-3,17-097",FR,null,3.42,3.61,0,14.95,0.47,0.04700,0.13740,0.00106,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-3,17-098",FR,null,3.42,3.61,0,14.95,2.20,0.18120,0.64390,0.01901,FALSE,null,5,0.04,1,FALSE
,"Expodif-juin20-4,22-099",FR,null,4.42,4.66,0,19.95,1.14,0.09520,0.25790,0.00080,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-4,43-100",FR,null,4.62,4.87,0,17.00,5.20,0.30590,1.12550,0.05856,FALSE,null,4,0.08,1,FALSE
,"Expodif-juin20-3,17-101",FR,null,3.42,3.61,0,14.95,5.24,0.35050,1.53220,0.03145,FALSE,null,1,0.03,1,FALSE
,"Expodif-juin20-4,43-102",FR,null,4.62,4.87,0,17.00,6.14,0.36120,1.32900,0.00439,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-1,79-103",FR,null,2.12,2.23,0,6.95,0.78,0.11220,0.36790,0.00251,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-2,4-104",FR,null,2.69,2.84,0,10.95,-0.11,-0.01090,-0.04090,-0.00035,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-6,54-105",FR,null,6.62,6.98,0,24.95,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juin20-4,85-106",FR,null,5.02,5.29,0,18.50,6.63,0.35840,1.32070,0.00240,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-7,91-107",FR,null,7.92,8.35,0,29.95,8.65,0.34610,1.09220,0.00241,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-7,91-108",FR,null,7.92,8.35,0,29.95,1.07,0.06670,0.13510,0.00040,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-5,28-109",FR,null,5.42,5.72,0,19.95,7.47,0.37440,1.37820,0.11437,FALSE,null,1,0.13,1,FALSE
,"Expodif-juin20-6,54-110",FR,null,6.62,6.98,0,24.95,9.33,0.39370,1.40940,0.00189,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-6,22-111",FR,null,6.32,6.66,0,23.50,0.95,0.06790,0.15030,0.00045,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-4,64-112",FR,null,4.82,5.08,0,17.50,6.00,0.34290,1.24480,0.10636,FALSE,null,1,0.13,1,FALSE
,"Expodif-juin20-7,28-113",FR,null,7.32,7.72,0,27.50,11.36,0.41310,1.55190,0.00273,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-6,54-114",FR,null,6.62,6.98,0,24.95,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juin20-1,69-115",FR,null,2.02,2.13,0,6.50,0.63,0.09690,0.31190,0.09471,FALSE,null,1,0.33,1,FALSE
,"Expodif-juin20-1,79-116",FR,null,2.12,2.23,0,6.90,0.10,0.01450,0.04720,0.00578,FALSE,null,1,0.13,1,FALSE
,"Expodif-juin20-2,11-117",FR,null,2.42,2.55,0,7.90,0.65,0.08230,0.26860,0.00397,FALSE,null,1,0.02,1,FALSE
,"Expodif-juin20-3,69-118",FR,null,3.92,4.13,0,13.90,3.24,0.23310,0.82650,0.08987,FALSE,null,1,0.14,1,FALSE
,"Expodif-juin20-2,11-119",FR,null,2.42,2.55,0,7.90,0.28,0.03540,0.11570,0.00439,FALSE,null,1,0.04,1,FALSE
,"Expodif-juin20-4,2-120",FR,null,4.40,4.64,0,13.90,3.59,0.25830,0.81590,0.03572,FALSE,null,1,0.06,1,FALSE
,"Expodif-juin20-3,17-121",FR,null,3.42,3.61,0,12.00,2.17,0.18080,0.63450,0.00207,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-3,17-122",FR,null,3.42,3.61,0,12.00,2.17,0.18080,0.63450,0.00306,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-2,64-123",FR,null,2.92,3.08,0,10.00,1.92,0.19200,0.65750,0.00314,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-3,17-124",FR,null,3.42,3.61,0,12.00,2.16,0.18000,0.63160,0.00126,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-6,54-125",FR,null,6.62,6.98,0,25.00,8.77,0.36930,1.32480,0.00162,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-5,8-126",FR,null,5.92,6.24,0,22.00,9.41,0.42770,1.58950,0.02137,FALSE,null,1,0.02,1,FALSE
,"Expodif-juin20-1,06-127",FR,null,1.42,1.50,0,4.00,-0.40,-0.06770,-0.28170,-0.00239,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-6,86-128",FR,null,6.92,7.30,0,26.00,10.50,0.40380,1.51730,0.12232,FALSE,null,1,0.13,1,FALSE
,"Expodif-juin20-5,28-129",FR,null,5.42,5.72,0,20.00,7.51,0.37550,1.38560,0.00334,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-2,11-130",FR,null,2.42,2.55,0,12.90,3.74,0.31190,1.54550,0.02197,FALSE,null,1,0.02,1,FALSE
,"Expodif-juin20-4,43-131",FR,null,4.62,4.87,0,17.00,5.19,0.30530,1.12340,0.00285,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-5,8-132",FR,null,5.92,6.24,0,22.00,8.12,0.36910,1.37160,0.54000,FALSE,null,1,0.50,1,FALSE
,"Expodif-juin20-3,69-133",FR,null,3.92,4.13,0,13.90,3.85,0.27700,0.98210,0.00361,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-3,17-134",FR,null,3.42,3.61,0,11.90,3.03,0.25460,0.88600,0.00937,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-5,28-135",FR,null,5.42,5.72,0,19.90,6.85,0.34420,1.26380,0.02362,FALSE,null,1,0.03,1,FALSE
,"Expodif-juin20-5,28-136",FR,null,5.42,5.72,0,19.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juin20-3,69-137",FR,null,3.92,4.13,0,14.10,4.39,0.31130,1.11990,0.01484,FALSE,null,1,0.02,1,FALSE
,"Expodif-juin20-6,01-138",FR,null,6.12,6.45,0,23.00,7.66,0.35060,1.25160,0.00161,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-6,86-139",FR,null,6.92,7.30,0,26.00,9.27,0.37530,1.33960,0.00180,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-5,8-140",FR,null,5.92,6.24,0,22.00,7.06,0.33780,1.19260,0.00149,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-3,17-141",FR,null,3.42,3.61,0,12.00,3.12,0.26000,0.91230,0.01817,FALSE,null,1,0.03,1,FALSE
,Expodif-juin20-2-142,FR,null,2.32,2.44,0,7.61,0.50,0.06570,0.21550,0.00117,FALSE,null,1,0.01,1,FALSE
,Expodif-juin20-2-143,FR,null,2.32,2.44,0,7.50,0.41,0.05470,0.17670,0.00075,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-2,53-144",FR,null,2.82,2.97,0,9.50,1.59,0.16740,0.56380,0.00104,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-2,53-145",FR,null,2.82,2.97,0,9.50,1.60,0.16840,0.56740,0.00172,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-4,64-146",FR,null,4.82,5.08,0,17.75,6.21,0.34990,1.28840,0.00389,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-3,17-147",FR,null,3.42,3.61,0,12.50,3.54,0.28320,1.03510,0.00361,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-3,9-148",FR,null,4.12,4.34,0,14.70,4.70,0.31970,1.14080,0.00721,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-4,75-149",FR,null,4.92,5.19,0,18.25,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juin20-6,65-150",FR,null,6.72,7.09,0,25.36,10.16,0.40060,1.51190,0.00290,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-6,54-151",FR,null,6.62,6.98,0,25.00,9.96,0.39840,1.50450,0.58256,FALSE,null,1,0.50,1,FALSE
,"Expodif-juin20-6,01-152",FR,null,6.12,6.45,0,23.00,7.66,0.35060,1.25160,0.00135,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-6,75-153",FR,null,6.82,7.19,0,25.50,10.18,0.39920,1.49270,0.00426,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-5,28-154",FR,null,5.42,5.72,0,20.08,7.57,0.37700,1.39670,0.00232,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-2,53-155",FR,null,2.82,2.97,0,9.63,null,null,null,null,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-2,74-156",FR,null,3.02,3.18,0,10.50,1.88,0.17900,0.62250,0.00254,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-6,01-157",FR,null,6.12,6.45,0,23.00,null,null,null,null,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-5,28-158",FR,null,5.42,5.72,0,20.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juin20-4,75-159",FR,null,4.92,5.19,0,18.00,5.45,0.31870,1.10770,0.00421,FALSE,null,2,0.01,1,FALSE
,"Expodif-juin20-5,49-160",FR,null,5.62,5.93,0,21.00,8.16,0.38860,1.45200,0.00750,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-4,75-161",FR,X00173VL0P,4.92,5.19,0,18.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juin20-3,9-162",FR,null,4.12,4.34,0,15.00,4.00,0.26670,0.97090,0.00284,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-3,17-163",FR,null,3.42,3.61,0,12.00,3.12,0.26000,0.91230,0.01451,FALSE,null,1,0.02,1,FALSE
,"Expodif-juin20-3,9-164",FR,null,4.12,4.34,0,15.00,null,null,null,null,FALSE,null,1,0.02,1,FALSE
,"Expodif-juin20-3,27-165",FR,null,3.52,3.71,0,12.50,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juin20-4,43-166",FR,X00173UKVB,4.62,4.87,0,16.90,null,null,null,null,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-0,79-167",FR,null,1.17,1.23,0,3.50,-1.82,-0.52000,-1.55560,-1.91947,FALSE,null,1,0.14,1,FALSE
,"Expodif-juin20-1,06-168",FR,null,1.42,1.50,0,5.00,-1.17,-0.23400,-0.82390,-0.25133,FALSE,null,1,0.17,1,FALSE
,"Expodif-juin20-3,38-169",FR,null,3.62,3.82,0,12.90,2.73,0.21160,0.75410,0.00732,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-5,28-170",FR,null,5.42,5.72,0,19.90,6.85,0.34420,1.26380,0.00678,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-1,9-171",FR,null,2.22,2.34,0,7.40,0.43,0.05810,0.19370,0.00467,FALSE,null,1,0.03,1,FALSE
,"Expodif-juin20-5,28-172",FR,null,5.42,5.72,0,20.50,7.35,0.35850,1.35610,0.03635,FALSE,null,1,0.04,1,FALSE
,"Expodif-juin20-4,43-173",FR,null,4.62,4.87,0,17.00,5.19,0.30530,1.12340,0.00255,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-3,38-174",FR,null,3.62,3.82,0,13.00,4.76,0.36620,1.31490,0.00436,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-4,43-175",FR,null,4.62,4.87,0,17.00,6.14,0.36120,1.32900,0.00335,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-4,75-176",FR,null,4.92,5.19,0,18.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juin20-4,75-177",FR,null,4.92,5.19,0,18.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juin20-4,75-178",FR,null,4.92,5.19,0,18.00,7.47,0.41500,1.51830,0.00452,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-3,59-179",FR,null,3.82,4.03,0,13.50,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juin20-5,49-180",FR,null,5.62,5.93,0,21.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juin20-4,22-181",FR,null,4.42,4.66,0,16.00,4.72,0.31050,1.06790,0.00141,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-3,48-182",FR,null,3.72,3.92,0,13.18,3.16,0.25240,0.84950,0.00132,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-3,8-183",FR,null,4.02,4.24,0,14.50,4.63,0.31930,1.15170,0.00357,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-5,8-184",FR,null,5.92,6.24,0,22.00,8.79,0.39950,1.48480,0.00400,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-4,43-185",FR,null,4.62,4.87,0,17.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juin20-4,22-186",FR,null,4.42,4.66,0,16.50,5.92,0.35880,1.33940,0.00343,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-4,01-187",FR,null,4.22,4.45,0,16.00,5.33,0.33310,1.26300,0.01245,FALSE,null,1,0.02,1,FALSE
,"Expodif-juin20-3,69-188",FR,null,3.92,4.13,0,14.20,3.78,0.28020,0.96430,0.00139,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-4,43-189",FR,null,4.62,4.87,0,17.00,4.94,0.30590,1.06930,0.00122,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-5,8-190",FR,null,5.92,6.24,0,22.00,8.70,0.39550,1.46960,0.05151,FALSE,null,1,0.06,1,FALSE
,"Expodif-juin20-5,8-191",FR,null,5.92,6.24,0,22.00,null,null,null,null,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-4,75-192",FR,null,4.92,5.19,0,18.25,6.53,0.35780,1.32720,0.01023,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-6,33-193",FR,null,6.42,6.77,0,24.34,9.60,0.39440,1.49530,0.01210,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-4,43-194",FR,null,4.62,4.87,0,17.00,null,null,null,null,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-2,64-195",FR,null,2.92,3.08,0,16.95,6.11,0.38020,2.09250,0.04270,FALSE,null,1,0.04,1,FALSE
,"Expodif-juin20-4,43-196",FR,null,4.62,4.87,0,16.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juin20-1,85-197",FR,null,2.17,2.29,0,7.95,6.90,0.46000,3.17970,0.03941,FALSE,null,1,0.03,1,FALSE
,"Expodif-juin20-3,17-198",FR,null,3.42,3.61,0,13.50,3.43,0.25410,1.20290,0.06518,FALSE,null,1,0.09,1,FALSE
,"Expodif-juin20-1,58-199",FR,null,1.92,2.02,0,5.90,0.22,0.03730,0.11460,0.00103,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-2,64-200",FR,null,2.92,3.08,0,9.90,1.84,0.18590,0.63010,0.00284,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-5,28-201",FR,null,5.42,5.72,0,19.90,6.85,0.34420,1.26380,0.00689,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-2,64-202",FR,null,2.92,3.08,0,9.90,1.84,0.18590,0.63010,0.00259,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-4,75-203",FR,null,4.92,5.19,0,18.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juin20-3,38-204",FR,null,3.62,3.82,0,12.90,2.73,0.21160,0.75410,0.03575,FALSE,null,1,0.06,1,FALSE
,"Expodif-juin20-2,64-205",FR,null,2.92,3.08,0,9.90,1.57,0.16190,0.53770,0.00087,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-2,64-206",FR,null,2.92,3.08,0,9.90,1.84,0.18590,0.63010,0.00276,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-4,43-207",FR,null,4.62,4.87,0,17.00,5.77,0.33940,1.24890,0.00650,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-5,06-208",FR,null,5.22,5.50,0,19.27,7.09,0.36790,1.35820,0.01601,FALSE,null,1,0.02,1,FALSE
,"Expodif-juin20-4,75-209",FR,null,4.92,5.19,0,18.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juin20-6,33-210",FR,null,6.42,6.77,0,23.90,7.67,0.32090,1.19470,0.00483,FALSE,null,1,0.01,1,FALSE
,"Expodif-juin20-4,75-211",FR,null,4.92,5.19,0,18.00,6.32,0.35110,1.28460,0.00285,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-2,64-212",FR,X00173VKZL,2.92,3.08,0,9.90,1.32,0.13980,0.45040,0.00167,FALSE,null,2,0.00,1,FALSE
,"Expodif-juin20-3,17-213",FR,null,3.42,3.61,0,11.90,2.66,0.22350,0.77780,0.00226,FALSE,null,1,0.00,1,FALSE
,"Expodif-juin20-4,43-214",FR,null,4.62,4.87,0,16.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Distridog-juil.20-4,402-001",FR,null,3.92,4.70,0,15.90,2.64,0.21330,0.67380,0.65516,FALSE,null,45,0.98,1,FALSE
,"Distridog-juil.20-7,32-002",FR,null,6.35,7.62,0,18.65,4.62,0.25050,0.72750,0.43972,FALSE,null,18,0.67,1,FALSE
,"Stokomani-juil.20-3,79-003",FR,null,3.41,4.09,0,18.25,3.97,0.26190,1.16350,0.33562,FALSE,null,18,0.38,1,FALSE
,"Stokomani-juil.20-11,98-004",FR,null,10.23,12.28,0,35.39,5.09,0.21540,0.49790,0.03724,FALSE,null,19,0.09,1,FALSE
,FBA15D0WGTDJ_unexpecteditem_01,FR,null,1.10,1.32,0,8.99,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Stokomani-juil.20-3,73-006",FR,null,3.36,4.03,0,19.00,7.38,0.38840,2.19640,0.13782,FALSE,null,1,0.11,1,FALSE
,"Stokomani-juil.20-3,79-007",FR,null,3.41,4.09,0,24.98,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Stokomani-juil.20-3,82-008",FR,null,3.43,4.12,0,14.50,3.29,0.23090,0.95920,0.04586,FALSE,null,2,0.07,1,FALSE
,"Stokomani-juil.20-7,61-009",FR,null,6.59,7.91,0,26.10,8.58,0.32870,1.30200,0.04257,FALSE,null,1,0.05,1,FALSE
,"Stokomani-juil.20-3,02-010",FR,null,2.77,3.32,0,12.89,2.45,0.19910,0.88450,0.01597,FALSE,null,3,0.03,1,FALSE
,"Stokomani-juil.20-9,99-011",FR,null,8.58,10.29,0,23.50,4.53,0.19280,0.52800,1.33478,FALSE,null,10,2.00,1,FALSE
,"Stokomani-juil.20-9,99-012",FR,null,8.58,10.29,0,22.99,5.97,0.25740,0.69610,0.12101,FALSE,null,7,0.22,1,FALSE
,"Expodif-juil.20-5,275-001",FR,null,5.42,5.72,0,18.00,5.24,0.29110,0.96680,0.01068,FALSE,null,3,0.02,1,FALSE
,"Expodif-juil.20-6,33-002",FR,null,6.42,6.77,0,14.97,1.68,0.11220,0.26170,0.41721,FALSE,null,3,1.50,1,FALSE
,"Expodif-juil.20-4,22-003",FR,null,4.42,4.66,0,13.92,3.40,0.24360,0.76920,0.28861,FALSE,null,4,0.44,1,FALSE
,"Expodif-juil.20-7,2795-004",FR,null,7.32,7.72,0,26.33,10.38,0.39420,1.41800,0.01368,FALSE,null,2,0.02,1,FALSE
,"Expodif-juil.20-3,165-005",FR,null,3.42,3.61,0,11.90,2.23,0.19560,0.65200,0.00124,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-2,6375-006",FR,null,2.92,3.08,0,15.40,1.59,0.16220,0.54340,0.00296,FALSE,null,3,0.01,1,FALSE
,"Expodif-juil.20-3,376-007",FR,null,3.62,3.82,0,12.90,2.73,0.21160,0.75410,0.01208,FALSE,null,5,0.02,1,FALSE
,"Expodif-juil.20-4,431-008",FR,null,4.62,4.87,0,17.00,5.30,0.32170,1.14610,0.00449,FALSE,null,2,0.01,1,FALSE
,"Expodif-juil.20-3,165-009",FR,null,3.42,3.61,0,12.00,2.17,0.18080,0.63450,0.04568,FALSE,null,1,0.09,1,FALSE
,"Expodif-juil.20-3,165-010",FR,null,3.42,3.61,0,10.01,0.71,0.06910,0.20760,0.00757,FALSE,null,5,0.04,1,FALSE
,"Expodif-juil.20-3,165-011",FR,null,3.42,3.61,0,11.24,0.88,0.08840,0.25850,0.00998,FALSE,null,7,0.04,1,FALSE
,"Expodif-juil.20-3,376-012",FR,null,3.62,3.82,0,12.90,3.18,0.24870,0.87850,0.00683,FALSE,null,5,0.01,1,FALSE
,"Expodif-juil.20-7,0685-013",FR,null,7.12,7.51,0,25.75,8.53,0.33130,1.19800,0.06085,FALSE,null,3,0.08,1,FALSE
,"Expodif-juil.20-5,486-014",FR,null,5.62,5.93,0,19.07,6.33,0.33190,1.12630,0.00708,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-7,385-015",FR,null,7.42,7.83,0,28.00,9.79,0.34960,1.31940,0.00196,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-5,8025-016",FR,X0017KIK7F,5.92,6.24,0,21.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-4,22-017",FR,null,4.42,4.66,0,16.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-4,22-018",FR,null,4.42,4.66,0,12.55,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-4,7475-019",FR,null,4.92,5.19,0,16.30,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-1,055-020",FR,null,1.42,1.50,0,12.89,3.36,0.33380,2.36620,0.03690,FALSE,null,2,0.03,1,FALSE
,"Expodif-juil.20-3,9035-021",FR,null,4.12,4.34,0,15.00,4.75,0.31650,1.15260,0.02748,FALSE,null,7,0.04,1,FALSE
,"Expodif-juil.20-6,541-022",FR,null,6.62,6.98,0,22.88,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-1,5825-023",FR,null,1.92,2.02,0,7.95,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-2,6375-024",FR,null,2.92,3.08,0,14.50,0.58,0.05100,0.19860,0.00160,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-2,6375-025",FR,null,2.92,3.08,0,13.17,2.39,0.19630,0.81850,0.01083,FALSE,null,2,0.02,1,FALSE
,"Expodif-juil.20-4,22-026",FR,null,4.42,4.66,0,13.23,0.98,0.08320,0.22170,0.00116,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-2,6375-027",FR,null,2.92,3.08,0,16.70,0.81,0.08270,0.27740,0.00162,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-2,6375-028",FR,null,2.92,3.08,0,12.52,3.57,0.27020,1.22260,0.08314,FALSE,null,5,0.10,1,FALSE
,"Expodif-juil.20-6,33-029",FR,null,6.42,6.77,0,27.99,4.78,0.23330,0.74450,0.02163,FALSE,null,2,0.04,1,FALSE
,"Expodif-juil.20-13,715-030",FR,null,13.42,14.16,0,50.00,22.62,0.45240,1.68550,0.00806,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-6,541-031",FR,null,6.62,6.98,0,25.00,9.96,0.39840,1.50450,0.00352,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-4,642-032",FR,null,4.82,5.08,0,16.73,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-3,6925-033",FR,null,3.92,4.13,0,13.19,2.67,0.20240,0.68110,0.00560,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-6,541-034",FR,null,6.62,6.98,0,13.45,-1.37,-0.10190,-0.20690,-0.00625,FALSE,null,1,0.03,1,FALSE
,"Expodif-juil.20-4,3255-035",FR,null,4.52,4.77,0,16.50,3.50,0.21210,0.77430,0.00767,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-4,22-036",FR,null,4.42,4.66,0,15.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-5,275-037",FR,null,5.42,5.72,0,14.89,2.95,0.19780,0.54340,0.00439,FALSE,null,2,0.01,1,FALSE
,"Expodif-juil.20-3,9035-038",FR,null,4.12,4.34,0,15.00,0.57,0.05210,0.13830,0.00053,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-3,165-039",FR,null,3.42,3.61,0,13.99,3.51,0.25750,1.02630,0.09738,FALSE,null,5,0.13,1,FALSE
,"Expodif-juil.20-3,165-040",FR,null,3.42,3.61,0,9.99,0.76,0.07350,0.22220,0.00151,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-4,22-041",FR,null,4.42,4.66,0,12.68,0.79,0.06770,0.17760,0.00127,FALSE,null,2,0.01,1,FALSE
,"Expodif-juil.20-4,22-042",FR,null,4.42,4.66,0,14.79,5.04,0.27350,1.14030,0.07906,FALSE,null,1,0.10,1,FALSE
,"Expodif-juil.20-2,6375-043",FR,null,2.92,3.08,0,14.96,3.97,0.29320,1.35960,0.05180,FALSE,null,1,0.06,1,FALSE
,"Expodif-juil.20-4,431-044",FR,null,4.62,4.87,0,17.00,5.77,0.33940,1.24890,0.00830,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-6,541-045",FR,null,6.62,6.98,0,22.80,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-2,11-046",FR,null,2.42,2.55,0,7.95,0.32,0.04030,0.13220,0.08630,FALSE,null,2,0.67,1,FALSE
,"Expodif-juil.20-4,853-047",FR,null,5.02,5.29,0,18.50,5.61,0.31030,1.11660,0.00313,FALSE,null,2,0.00,1,FALSE
,"Expodif-juil.20-6,0135-048",FR,null,6.12,6.45,0,22.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-5,908-049",FR,null,6.02,6.35,0,22.50,0.39,0.03010,0.06480,0.00023,FALSE,null,1,0.00,1,FALSE
