skuId,sku,countryCode,fnsku,skuAcquisitionCostExc,skuAcquisitionCostInc,skuAfnTotalQuantity,skuAverageSellingPriceInc,skuAverageNetMargin,skuAverageNetMarginPercentage,skuAverageReturnOnInvestmentRate,skuAverageDailyReturnOnInvestmentRate,isActive,numberOfActiveDays,numberOfUnitSold,skuAverageUnitSoldPerDay,skuRestockAlertQuantity,skuIsTest
,"EXOT-05.22-2,67-B005N755SW",FR,X001KV3YTF,3.92,3.92,0,9.96,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-7,31-B00A2H4DDG",FR,X001KV12K3,8.56,8.56,0,19.05,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-3,94-B00A2H4LWE",FR,X001KV12ML,5.19,5.19,0,22.76,8.08,0.37180,1.55670,0.38223,FALSE,null,10,0.34,1,FALSE
,MORI-06.22-163-B07NW5LYCS,FR,X001KVA6QJ,137.08,164.50,0,229.00,37.89,0.16880,0.27640,0.01597,FALSE,null,5,0.06,1,FALSE
,"LBM-03.22-10,2-B00NFV2HZ2-2",FR,X001KWE9BV,9.16,10.99,0,26.99,7.50,0.27790,0.81880,1.22014,FALSE,null,27,1.33,1,FALSE
,"EXOT-05.22-6,7-B00692Q9IU",FR,X001M2FLWP,7.70,7.70,0,22.66,-0.55,-0.03440,-0.07150,-0.01716,FALSE,null,7,0.23,1,FALSE
,"EXOT-05.22-6,12-B001KYU1H2",FR,X001M2ILJF,7.12,7.12,0,14.75,4.60,0.24220,0.64610,3.46035,FALSE,null,6,3.00,1,FALSE
,"SOCA-07.22-2,4-B082VVYPVR",FR,X001LQXNNL,3.21,3.85,0,16.25,1.74,0.11800,0.54050,0.20750,FALSE,null,24,0.44,1,FALSE
,"SOCA-07.22-8,88-B01LTIAIFS",FR,X001LQXNCR,8.61,10.33,0,23.02,3.81,0.16890,0.44200,0.13668,FALSE,null,13,0.35,1,FALSE
,"SOCA-07.22-1,16-B07M6W6VQ4",FR,X001LR079X,2.17,2.60,0,9.57,1.38,0.14050,0.63590,0.02078,FALSE,null,12,0.04,1,FALSE
,"SOCA-07.22-7,2-B07D9JKZDH",FR,X001LR0D9R,7.21,8.65,0,20.31,-0.81,-0.06600,-0.11240,-0.02576,FALSE,null,65,0.22,1,FALSE
,"SOCA-07.22-5,04-B075QDB4P7",FR,X001LQYH45,5.41,6.49,0,17.52,-0.68,-0.06590,-0.12540,-0.01144,FALSE,null,17,0.09,1,FALSE
,"SOCA-07.22-9,96-B01K1P3JCY",FR,X001LR0G7V,9.51,11.41,1,21.00,1.51,0.07600,0.15870,0.03272,FALSE,null,46,0.22,1,FALSE
,"SOCA-07.22-3,6-B01BWKIV3Y",FR,X001LQYH3L,4.21,5.05,0,12.99,0.07,0.00130,0.01580,0.00125,FALSE,null,20,0.08,1,FALSE
,"SOCA-07.22-1,2-B082VQLVL2",FR,X001LR0761,2.21,2.65,69,10.09,0.77,0.09060,0.34840,0.02013,FALSE,null,16,0.07,1,FALSE
,MORI-08.22-142-B07NW5LYCS,FR,X001MD1321,119.98,143.98,0,null,30.63,0.14680,0.25530,0.01648,FALSE,null,11,0.07,1,FALSE
,"EXOT-08.22-3,75-B003E7UNE4",FR,X001MFGU4Z,4.75,5.70,126,17.50,-0.88,-0.07400,-0.18470,-0.66995,FALSE,null,1652,5.43,1,FALSE
,"DURE-07.22-14,97-B0888QX7KN",FR,X001LKFEG1,13.48,16.18,0,31.00,4.36,0.15480,0.32340,0.02605,FALSE,null,19,0.09,1,FALSE
,"DURE-07.22-9,97-B08YNZHB8S",FR,X001LKFHC7,9.31,11.17,0,22.35,1.69,0.08550,0.18160,0.01744,FALSE,null,20,0.10,1,FALSE
,"DURE-07.22-7,99-B087K2W7N7",FR,X001LKDMDN,7.66,9.19,0,17.99,2.93,0.16950,0.38260,0.22443,FALSE,null,25,0.63,1,FALSE
,"EXOT-08.22-3,34-B01LTIAUEM",FR,X001MNARR3,4.34,4.34,0,9.99,-1.11,-0.13060,-0.25570,-0.14020,FALSE,null,105,0.51,1,FALSE
,"EXOT-08.22-4,61-B008LF7AUE",FR,X001MNAW1T,5.61,5.61,0,13.50,-1.11,-0.11740,-0.19810,-0.09383,FALSE,null,53,0.45,1,FALSE
,"EXOT-08.22-2,62-B01FK36IX4",FR,X001MNAW05,3.62,3.62,0,10.51,-0.63,-0.08900,-0.17360,-0.37013,FALSE,null,77,2.42,1,FALSE
,"EXOT-08.22-3,66-B005H7I5E4",FR,X001MNARQ9,4.66,4.66,0,13.98,0.59,0.05100,0.12750,0.54035,FALSE,null,18,3.60,1,FALSE
,"EXOT-08.22-13,84-B07SMGZY3S",FR,X001MNAW0Z,14.84,14.84,0,29.87,-0.43,-0.01720,-0.02890,-0.01804,FALSE,null,33,0.62,1,FALSE
,"EXOT-08.22-2,46-B0059WT0UA",FR,X001MN9UET,3.46,3.46,0,14.99,1.99,0.16120,0.57430,0.32535,FALSE,null,39,0.62,1,FALSE
,"EXOT-08.22-7,56-B00W1RPEYM",FR,X001MNAW0F,8.56,8.56,0,19.99,-1.22,-0.07290,-0.14200,-0.96189,FALSE,null,64,21.33,1,FALSE
,"EXOT-08.22-7,38-B00694Q40Q",FR,X001MNARKZ,8.38,8.38,0,19.83,0.91,0.05490,0.10820,0.03101,FALSE,null,11,0.30,1,FALSE
,"EXOT-08.22-17,4-B072BYCCZ3",FR,X001MNARKF,18.40,18.40,0,40.93,8.46,0.21360,0.45960,0.44682,FALSE,null,117,0.98,1,FALSE
,"EXOT-08.22-3,71-B06XCQPYSW",FR,X001MNARJL,4.71,4.71,0,11.99,-0.17,-0.01620,-0.03690,-0.00469,FALSE,null,8,0.13,1,FALSE
,"EXOT-08.22-3,71-B06XC3KKT3",FR,X001MNARJV,4.71,4.71,0,12.40,-0.25,-0.02480,-0.05250,-0.00713,FALSE,null,26,0.13,1,FALSE
,"EXOT-08.22-1,62-B00UAR1MXM",FR,X001MNARK5,2.62,2.62,0,8.98,-1.05,-0.14000,-0.39970,-0.88199,FALSE,null,66,4.19,1,FALSE
,"EXOT-08.22-1,8-B06XF8LB8L",FR,null,2.80,2.80,0,9.82,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-08.22-1,62-B008LY3R66",FR,X001MN9UF3,2.62,2.62,0,9.99,-0.30,-0.03600,-0.11450,-0.25312,FALSE,null,24,2.40,1,FALSE
,"EXOT-08.22-4,07-B004JL6MJ4",FR,X001MNAW19,4.75,4.75,0,13.13,-0.42,-0.03390,-0.08940,-0.24199,FALSE,null,68,2.96,1,FALSE
,"EXPO-12.21-4,75-2317018126",FR,X001HUT22R,5.34,5.63,0,23.03,5.75,0.32030,1.07680,0.03600,FALSE,null,3,0.05,1,FALSE
,"EXPO-12.21-3,91-2745994344",FR,X001HTSSAP,4.54,4.79,0,14.23,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXPO-12.21-3,17-2745961829",FR,X001HTSS69,3.84,4.05,0,12.50,2.99,0.25130,0.77860,0.02299,FALSE,null,3,0.04,1,FALSE
,"EXPO-12.21-6,55-B07T2LX5JS",FR,X001HTSS5Z,7.04,7.43,0,24.90,7.47,0.30010,1.06140,0.04552,FALSE,null,4,0.06,1,FALSE
,"EXPO-12.21-3,17-2745959093",FR,X001HTSS5F,3.84,4.05,0,12.50,1.53,0.12860,0.39840,0.11826,FALSE,null,1,0.33,1,FALSE
,"EXPO-12.21-6,55-B07DXQHPNP",FR,X001HTSS55,7.04,7.43,0,20.75,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXPO-12.21-3,91-2745975390",FR,X001HTSS4L,4.54,4.79,0,15.90,3.73,0.24750,0.82160,0.01284,FALSE,null,5,0.02,1,FALSE
,"EXPO-12.21-3,28-2745994514",FR,X001HTSS41,3.94,4.16,0,12.28,1.94,0.15520,0.49240,0.35025,FALSE,null,3,0.75,1,FALSE
,"EXPO-12.21-3,38-2745966243",FR,X001HTRS8X,4.04,4.26,0,12.90,2.68,0.20780,0.66340,0.02367,FALSE,null,4,0.05,1,FALSE
,"EXPO-12.21-3,17-2408007631",FR,X001HTRS8N,3.84,4.05,0,12.50,1.53,0.12860,0.39840,0.18254,FALSE,null,1,0.50,1,FALSE
,"EXPO-12.21-2,64-2849335436",FR,X001HTRS7T,3.34,3.52,0,9.71,1.49,0.15020,0.44540,0.14335,FALSE,null,4,0.36,1,FALSE
,"EXPO-12.21-3,91-2745984373",FR,X001HTRS6P,4.54,4.79,0,15.50,3.41,0.22810,0.75110,0.11857,FALSE,null,1,0.20,1,FALSE
,"EXPO-12.21-3,91-2354902034",FR,X001HTRS6F,4.54,4.79,0,15.00,3.41,0.22740,0.75110,0.01186,FALSE,null,2,0.02,1,FALSE
,"EXPO-12.21-3,59-2745921576",FR,X001HTRS65,4.24,4.47,0,null,0.94,0.06960,0.22170,0.14282,FALSE,null,2,0.67,1,FALSE
,"EXPO-12.21-2,64-2408018676",FR,X001HTMTPF,3.34,3.52,0,9.90,0.89,0.08990,0.26650,0.00730,FALSE,null,2,0.03,1,FALSE
,"EXPO-12.21-9,18-2732488577",FR,X001HTMTP5,9.54,10.06,0,35.00,11.38,0.34300,1.19290,0.00267,FALSE,null,1,0.00,1,FALSE
,"EXPO-12.21-3,7-2412046131",FR,X001HTMTOL,4.34,4.58,0,14.94,3.66,0.23870,0.84330,0.00599,FALSE,null,3,0.01,1,FALSE
,"EXPO-12.21-4,22-2823614079",FR,X001HTMTOB,4.84,5.11,0,15.35,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXPO-12.21-9,18-2324027380",FR,X001HTMTNR,9.54,10.06,0,34.95,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXPO-12.21-3,38-2745997467",FR,X001HTMTNH,4.04,4.26,0,12.90,2.10,0.16280,0.51980,0.01065,FALSE,null,2,0.03,1,FALSE
,"EXPO-12.21-4,75-2361882930",FR,X001HTMSE7,5.34,5.63,0,16.04,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXPO-12.21-5,91-2851809407",FR,X001HTSS5P,6.44,6.79,0,20.50,5.11,0.26600,0.79350,0.06459,FALSE,null,3,0.11,1,FALSE
,"EXPO-12.21-3,91-B0711KBCHR",FR,X001HTMTO1,4.54,5.45,0,22.70,1.84,0.12310,0.40530,0.01180,FALSE,null,2,0.03,1,FALSE
,"LBM-09.22-4,08-B018USXDOI",FR,X001N3BTPB,7.80,9.36,0,23.33,1.32,0.06900,0.16920,0.07078,FALSE,null,6,0.44,1,FALSE
,"LBM-09.22-5,13-B000VY2ZAI",FR,X001N4Q8O7,5.27,6.32,0,15.52,0.50,0.03710,0.09550,0.05198,FALSE,null,9,0.56,1,FALSE
,"LBM-09.22-5,7-B076V919L1",FR,X001N4NHY1,5.75,6.90,0,16.23,-0.12,-0.01070,-0.02130,-0.01739,FALSE,null,22,0.81,1,FALSE
,"LBM-09.22-12,96-B00NFV2HZ2",FR,X001N4Q905,6.40,7.68,0,29.00,5.08,0.23460,0.79420,2.21915,FALSE,null,18,2.00,1,FALSE
,"LBM-09.22-19,44-B00GMP5D8G",FR,X001N4Q8OR,6.40,7.68,0,38.50,12.63,0.40700,1.97340,1.47958,FALSE,null,5,0.83,1,FALSE
,"LBM-09.22-6,6-B075ZZDH66",FR,X001N4Q8ZL,6.50,7.80,4,18.97,-0.69,-0.05060,-0.10600,-0.03046,FALSE,null,76,0.28,1,FALSE
,"LBM-09.22-5,76-B0178H2MFS",FR,X001N4MSIH,15.32,18.38,10,17.18,-9.74,-0.75450,-0.63550,-0.36646,FALSE,null,84,0.45,1,FALSE
,"LBM-09.22-3,59-B085W3Y478",FR,X001N4Q8Y7,3.99,4.79,108,14.99,0.80,0.06670,0.19950,0.00669,FALSE,null,4,0.04,1,FALSE
,"LBM-09.22-3,76-B00QNQ75WG",FR,X001N4NHX7,4.13,4.96,23,15.00,0.57,0.04550,0.13690,0.06059,FALSE,null,47,0.46,1,FALSE
,"LBM-09.22-5,7-B001T8HRUI",FR,X001N4NHVT,5.75,6.90,35,17.13,0.81,0.05650,0.14060,0.01731,FALSE,null,26,0.13,1,FALSE
,"LBM-09.22-21,24-B00MQZ8ESW",FR,X001N4MSHN,18.70,22.44,0,38.90,-1.36,-0.06890,-0.07260,-0.03770,FALSE,null,103,0.51,1,FALSE
,"LBM-11.22-5,13-B000VXG3XY",FR,X001OBKL6F,5.27,6.32,4,14.90,0.58,0.04430,0.10980,0.00968,FALSE,null,20,0.09,1,FALSE
,ORNIBIRD-12.22-4-B00OHVDP5K,FR,X001P0JVF7,4.90,5.88,0,16.50,1.61,0.11150,0.32960,2.60741,FALSE,null,605,4.50,1,FALSE
,"ORNIBIRD-03.23-4,75-B00OHVDP5K",FR,X001P0JVF8,5.65,6.78,0,16.50,1.30,0.08740,0.23040,0.57616,FALSE,null,219,2.19,1,FALSE
,"CHAD-03.23-8,16-B0002ASNAM",FR,X001QM3GLJ,8.81,10.57,3,23.03,null,null,null,null,FALSE,null,0,null,1,FALSE
,"CHAD-03.23-3,6-B07Z2HVGSV",FR,X001QM5VOJ,4.25,5.10,0,15.23,1.00,0.07810,0.23530,0.00670,FALSE,null,0,0.03,1,FALSE
,"CHAD-03.23-65,6-B003E77OEG",FR,X001QM3GKP,78.10,93.72,11,154.49,0.94,0.00730,0.01200,0.00072,FALSE,null,2,0.06,1,FALSE
,"CHAD-03.23-79,2-B0010B8CHG",FR,X001QM3GKZ,79.85,95.82,0,157.19,24.29,0.17670,0.30420,0.00650,FALSE,null,0,0.02,1,FALSE
,"CHAD-03.23-3,12-B0088KHVEC",FR,X001QM4R6R,3.77,4.52,7,10.99,1.88,0.20380,0.49930,0.01250,FALSE,null,3,0.03,1,FALSE
,"CHAD-03.23-4,4-B077GVJC37",FR,X001QM4R7V,5.05,6.06,0,17.70,null,null,null,null,FALSE,null,3,0.04,1,FALSE
,"CHAD-03.23-7,36-B0053PDZV8",FR,X001QM31NH,8.01,9.61,0,25.69,4.64,0.21670,0.57930,0.02867,FALSE,null,3,0.06,1,FALSE
,"CHAD-03.23-21,51-B017KDDFLU",FR,X001QM4R6H,22.16,26.59,0,49.52,null,null,null,null,FALSE,null,0,null,1,FALSE
,"CHAD-03.23-19,52-B00063MRLG",FR,X001QM5VRB,20.17,24.20,0,39.97,null,null,null,null,FALSE,null,0,null,1,FALSE
,"CHAD-03.23-19,92-B000CR1FHS",FR,X001QM4R67,20.57,24.68,0,41.23,null,null,null,null,FALSE,null,2,0.03,1,FALSE
,"CHAD-03.23-18,48-B018RWMI8Y",FR,X001QM31O1,19.13,22.96,0,39.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,"CHAD-03.23-3,36-B0015LXFGO",FR,X001QM4R71,4.01,4.81,0,15.00,null,null,null,null,FALSE,null,4,0.09,1,FALSE
,"CHAD-03.23-5,28-B0017O9658",FR,X001QM31OL,5.93,7.12,0,22.15,1.49,0.05160,0.25130,0.01834,FALSE,null,3,0.08,1,FALSE
,"CHAD-03.23-147,2-B07NW5VC23",FR,X001QM4R7B,147.85,177.42,0,280.00,-53.63,-5.05120,-0.36280,-0.03026,FALSE,null,3,0.07,1,FALSE
,"CHAD-03.23-27,44-B000HHO7E6",FR,X001QM31OB,28.09,33.71,0,60.00,-24.22,-2.73670,-0.86220,-0.16044,FALSE,null,3,0.09,1,FALSE
,"CHAD-03.23-3,12-B00063KI5I",FR,X001QM5VO9,3.77,4.52,0,11.10,1.00,0.08830,0.26530,0.02508,FALSE,null,6,0.11,1,FALSE
,"CHAD-03.23-7,92-B00589G9YY",FR,X001QM31NR,8.57,10.28,0,13.65,null,null,null,null,FALSE,null,5,0.09,1,FALSE
,"CHAD-03.23-7,92-B0058XX3BW",FR,X001QM3GLT,8.57,10.28,0,16.84,-4.21,-0.38910,-0.49120,-0.14789,FALSE,null,25,0.24,1,FALSE
,LBM-03.23-4-B075M9PJ4D,FR,X001QM06E9,4.90,5.88,0,21.99,1.00,0.06430,0.20410,0.01178,FALSE,null,1,0.06,1,FALSE
,LBM-03.23-4-B072K4YFJW,FR,X001QM9G63,4.90,5.88,0,19.00,1.00,0.06750,0.20410,0.00918,FALSE,null,0,0.05,1,FALSE
,LBM-03.23-4-B01NB20C2V,FR,X001QM06CV,4.90,5.88,20,18.70,0.56,0.03930,0.11430,0.00399,FALSE,null,2,0.04,1,FALSE
,"LBM-03.23-3,5-B001T8MJC4",FR,X001QM08G5,4.40,5.28,0,16.99,null,null,null,null,FALSE,null,0,0.08,1,FALSE
,"LBM-03.23-2,4-B00BFWOIPU",FR,X001QM06DP,3.30,3.96,15,14.95,null,null,null,null,FALSE,null,0,null,1,FALSE
,"LBM-03.23-2,4-B004X8KOEC",FR,X001QM3AEH,3.30,3.96,150,15.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"LBM-03.23-1,45-B008LXZZ4E",FR,X001QM9G77,2.35,2.82,46,9.99,-0.03,-0.00360,-0.01280,-0.01520,FALSE,null,62,1.19,1,FALSE
,"LBM-03.23-11,4-B018TP1OAM",FR,X001QM06C1,12.30,14.76,0,32.49,2.28,0.08980,0.18540,0.05957,FALSE,null,17,0.34,1,FALSE
,"LBM-03.23-11,4-B005BWZMG4",FR,X001QM06BR,12.30,14.76,0,32.49,null,null,null,null,FALSE,null,1,0.03,1,FALSE
,"LBM-03.23-11,4-B009M395BG",FR,X001QM08FV,12.30,14.76,3,32.49,3.83,0.14140,0.31140,0.00756,FALSE,null,1,0.03,1,FALSE
,"LBM-03.23-11,4-B018TP1UZG",FR,X001QM9G6D,12.30,14.76,0,32.49,3.83,0.14140,0.31140,0.04290,FALSE,null,11,0.15,1,FALSE
,"LBM-03.23-11,4-B009M398KY",FR,X001QM08FL,12.30,14.76,4,32.49,3.83,0.14140,0.31140,0.00711,FALSE,null,3,0.03,1,FALSE
,"LBM-03.23-11,4-B072ZWQ789",FR,X001QM3AER,12.30,14.76,2,32.49,3.83,0.14140,0.31140,0.01607,FALSE,null,2,0.06,1,FALSE
,"LBM-03.23-11,4-B009M397AK",FR,X001QM06EJ,12.30,14.76,0,32.49,3.83,0.14140,0.31140,0.01160,FALSE,null,2,0.04,1,FALSE
,"LBM-03.23-11,4-B009M390B6",FR,X001QM9G6X,12.30,14.76,0,32.49,3.83,0.14140,0.31140,0.02647,FALSE,null,6,0.10,1,FALSE
,"LBM-03.23-11,4-B009M393GI",FR,X001QM06CL,12.30,14.76,2,32.49,3.36,0.12680,0.27320,0.00841,FALSE,null,5,0.03,1,FALSE
,"LBM-03.23-3,45-B00449Q4SU",FR,X001QM08GP,4.35,5.22,0,16.00,0.63,0.05240,0.14440,0.17427,FALSE,null,59,1.19,1,FALSE
,"LBM-03.23-4,2-B00DM4P678",FR,X001QM9G6N,5.10,6.12,0,17.99,1.11,0.08250,0.21860,0.03024,FALSE,null,11,0.15,1,FALSE
,"LBM-03.23-9,6-B00I0GVX52",FR,X001QM3AF1,10.50,12.60,0,27.48,2.04,0.07520,0.19400,0.02799,FALSE,null,5,0.16,1,FALSE
,"LBM-03.23-4,4-B000VY2ZAI",FR,X001QM08GZ,5.30,6.36,0,16.99,0.67,0.04280,0.12550,0.00411,FALSE,null,0,0.03,1,FALSE
,"LBM-03.23-8,75-B002EQQ11K",FR,X001QM06DZ,9.65,11.58,0,21.87,4.90,0.20280,0.50790,0.17673,FALSE,null,21,0.40,1,FALSE
,"LBM-03.23-11,4-B005IXIID0",FR,X001QM08FB,12.30,14.76,0,24.19,2.70,0.10530,0.21990,0.01923,FALSE,null,2,0.10,1,FALSE
,"PRAD-04.23-12,18-B00VFXDJK4",FR,X001R99AD9,12.83,15.40,3,32.00,4.10,0.15380,0.31960,0.15305,FALSE,null,12,0.51,1,FALSE
,MORI-04.23-130-B07NW5LYCS,FR,X001R8L0BZ,131.26,157.51,2,280.00,59.55,0.24480,0.45360,0.02583,FALSE,null,5,0.07,1,FALSE
,"BOOK-04.23-2,93-2745996053",FR,null,3.58,3.87,0,13.82,1.22,0.10770,0.34080,0.01459,FALSE,null,2,0.05,1,FALSE
,"BOOK-04.23-9,54-2324027380",FR,null,10.19,10.84,1,33.50,1.95,0.08370,0.19140,0.00313,FALSE,null,0,0.02,1,FALSE
,"BOOK-04.23-4,84-2823614079",FR,null,5.49,5.89,0,15.89,0.74,0.05650,0.13480,0.00528,FALSE,null,2,0.04,1,FALSE
,"BOOK-04.23-7,04-B07DXQHPNP",FR,null,7.69,8.21,0,23.91,3.67,0.18690,0.47660,0.01525,FALSE,null,1,0.04,1,FALSE
,"BOOK-04.23-4,54-2745994344",FR,null,5.19,5.57,0,14.80,-0.59,-0.04970,-0.11370,-0.00208,FALSE,null,1,0.02,1,FALSE
,"BOOK-04.23-5,04-2843194237",FR,null,5.69,6.10,0,14.94,0.34,0.02410,0.05980,0.00264,FALSE,null,0,0.05,1,FALSE
,"BOOK-04.23-5,84-2843194261",FR,null,6.49,6.94,2,15.91,-0.75,-0.05660,-0.11560,-0.01111,FALSE,null,1,0.09,1,FALSE
,"BOOK-04.23-7,04-2324022125",FR,null,7.69,8.21,2,19.62,null,null,null,null,FALSE,null,0,null,1,FALSE
,"BOOK-04.23-13,04-2732492566",FR,null,13.69,14.54,0,48.70,null,null,null,null,FALSE,null,0,null,1,FALSE
,"BOOK-04.23-5,54-2889357287",FR,null,6.19,6.62,0,18.70,1.44,0.09240,0.23260,0.00778,FALSE,null,1,0.04,1,FALSE
,"BOOK-04.23-5,84-2853277046",FR,null,6.49,6.94,0,18.88,null,null,null,null,FALSE,null,0,null,1,FALSE
,"BOOK-04.23-4,84-2843194326",FR,null,5.49,5.89,0,15.60,2.46,0.16630,0.44810,0.05432,FALSE,null,1,0.14,1,FALSE
,"BOOK-04.23-6,34-2354563795",FR,null,6.99,7.47,0,21.02,0.11,0.00660,0.01500,0.00085,FALSE,null,2,0.06,1,FALSE
,"BOOK-04.23-5,84-2354564007",FR,null,6.49,6.94,0,18.59,1.03,0.06650,0.15820,0.00485,FALSE,null,2,0.03,1,FALSE
,"BOOK-04.23-5,84-2755636696",FR,null,6.49,6.94,0,16.16,null,null,null,null,FALSE,null,0,null,1,FALSE
,"BOOK-04.23-4,54-2849333948",FR,null,5.19,5.57,2,14.16,null,null,null,null,FALSE,null,0,null,1,FALSE
,"BOOK-04.23-9,54-226315762X",FR,null,10.19,10.84,0,33.64,null,null,null,null,FALSE,null,0,null,1,FALSE
,"BOOK-04.23-4,54-2412039305",FR,null,5.19,5.57,1,16.83,null,null,null,null,FALSE,null,0,null,1,FALSE
,"BOOK-04.23-5,54-2412038716",FR,null,6.19,6.62,1,16.98,0.24,0.01800,0.03880,0.00040,FALSE,null,0,0.01,1,FALSE
,"BOOK-04.23-4,34-B07T2DHD92",FR,null,4.99,5.36,1,11.83,null,null,null,null,FALSE,null,0,null,1,FALSE
,"BOOK-04.23-6,42-2858298556",FR,null,7.07,7.55,0,19.87,0.78,0.04920,0.11030,0.00123,FALSE,null,0,0.01,1,FALSE
,"BOOK-04.23-6,62-2841389715",FR,null,7.27,7.76,0,25.00,2.55,0.12520,0.35080,0.00243,FALSE,null,0,0.01,1,FALSE
,"BOOK-04.23-4,62-2810427739",FR,null,5.27,5.65,0,11.88,null,null,null,null,FALSE,null,0,null,1,FALSE
,"BOOK-04.23-5,42-2810426767",FR,null,6.07,6.50,0,15.38,-0.56,-0.04320,-0.09230,-0.00258,FALSE,null,0,0.03,1,FALSE
,"BOOK-04.23-4,92-2810426465",FR,null,5.57,5.97,0,14.50,-0.59,-0.04790,-0.10590,-0.00099,FALSE,null,0,0.01,1,FALSE
,"BOOK-04.23-5,42-2810425493",FR,null,6.07,6.50,1,11.09,null,null,null,null,FALSE,null,0,null,1,FALSE
,"BOOK-04.23-4,92-2749917832",FR,null,5.57,5.97,0,12.49,-0.59,-0.04790,-0.10590,-0.00100,FALSE,null,0,0.01,1,FALSE
,"BOOK-04.23-3,92-2501112296",FR,null,4.57,4.92,0,38.89,4.01,0.23940,0.87750,0.03775,FALSE,null,3,0.06,1,FALSE
,"BOOK-04.23-4,92-2213705623",FR,null,5.57,5.97,6,14.14,-1.09,-0.09310,-0.19570,-0.00227,FALSE,null,0,0.01,1,FALSE
,"BOOK-04.23-2,92-2747098133",FR,null,3.57,3.86,0,9.31,-1.68,-0.21650,-0.47060,-0.02615,FALSE,null,1,0.04,1,FALSE
,"BOOK-04.23-6,12-2813215767",FR,null,6.77,7.24,0,20.31,1.95,0.11520,0.28800,0.00552,FALSE,null,1,0.02,1,FALSE
,"BOOK-04.23-4,92-2749925118",FR,null,5.57,5.97,2,11.77,null,null,null,null,FALSE,null,0,null,1,FALSE
,"BOOK-04.23-5,12-2749155835",FR,null,5.77,6.18,2,19.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"BOOK-04.23-3,42-2354133901",FR,null,4.07,4.39,0,14.00,1.01,0.08650,0.24820,0.01541,FALSE,null,2,0.07,1,FALSE
,"BOOK-04.23-4,62-2755629762",FR,null,5.27,5.65,0,15.95,0.10,0.00760,0.01900,0.00082,FALSE,null,0,0.04,1,FALSE
,"BOOK-04.23-3,42-2378011040",FR,null,4.07,4.39,2,11.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,"BOOK-04.23-4,42-2354901917",FR,null,5.07,5.44,0,15.88,1.76,0.13300,0.34710,0.02514,FALSE,null,1,0.08,1,FALSE
,"BOOK-04.23-5,42-2749933870",FR,null,6.07,6.50,0,12.90,1.21,0.07210,0.19930,0.00209,FALSE,null,0,0.01,1,FALSE
,"BOOK-04.23-4,92-B07JVF89D3",FR,null,5.57,5.97,0,17.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,"BOOK-04.23-3,52-2851809814",FR,null,4.17,4.49,0,8.63,-0.36,-0.03560,-0.08630,-0.00075,FALSE,null,0,0.01,1,FALSE
,"BOOK-04.23-4,22-2749927250",FR,null,4.87,5.23,0,15.20,null,null,null,null,FALSE,null,0,null,1,FALSE
,"BOOK-04.23-4,62-284319413X",FR,null,5.27,5.65,1,16.41,2.02,0.13800,0.38240,0.00774,FALSE,null,0,0.02,1,FALSE
,"BOOK-04.23-4,62-2843194121",FR,null,5.27,5.65,1,16.33,1.26,0.09450,0.23970,0.00681,FALSE,null,1,0.03,1,FALSE
,"BOOK-04.23-5,42-2813219797",FR,null,6.07,6.50,5,15.96,-0.56,-0.04320,-0.09230,-0.00079,FALSE,null,0,0.01,1,FALSE
,"BOOK-04.23-6,12-2702155340",FR,null,6.77,7.24,0,22.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,"BOOK-04.23-7,32-2851809733",FR,null,7.97,8.50,0,28.85,6.55,0.27250,0.82180,0.08947,FALSE,null,1,0.14,1,FALSE
,"BOOK-04.23-5,42-2841389847",FR,null,6.07,6.50,1,17.87,null,null,null,null,FALSE,null,0,null,1,FALSE
,"BOOK-04.23-3,42-B07J33MNTB",FR,null,4.07,4.39,0,11.85,-0.68,-0.05580,-0.16710,-0.00269,FALSE,null,0,0.01,1,FALSE
,"BOOK-04.23-5,82-2221157877",FR,null,6.47,6.92,6,15.43,null,null,null,null,FALSE,null,0,null,1,FALSE
,"BOOK-04.23-4,42-2749933420",FR,null,5.07,5.44,0,15.95,0.70,0.05270,0.13810,0.00381,FALSE,null,0,0.03,1,FALSE
,"BOOK-04.23-6,12-281321910X",FR,null,6.77,7.24,0,20.57,2.13,0.12430,0.31460,0.00808,FALSE,null,1,0.03,1,FALSE
,"BOOK-04.23-5,92-B078F5L94V",FR,null,6.57,7.03,0,22.00,3.30,0.18000,0.50230,0.01867,FALSE,null,2,0.05,1,FALSE
,"BOOK-04.23-4,76-2702906303",FR,null,5.41,5.80,0,21.50,5.01,0.27960,0.92610,0.04793,FALSE,null,2,0.07,1,FALSE
