fbaFeeId,asinId,packageLength,packageWidth,packageHeight,packageWeight,priceGridFbaFeeId
,613,18.8,18.8,2.3,600.0,5
,614,22.4,19.7,1.6,620.0,5
,615,22.3,19.6,1.7,520.0,5
,616,19.4,12.8,3.6,821.0,5
,617,21.3,13.2,2.5,280.0,4
,618,20.1,13.2,4.3,360.0,6
,619,23.8,16.0,4.6,1220.0,10
,620,22.4,15.4,2.0,740.0,5
,621,21.4,14.0,1.8,460.0,4
,622,25.8,18.8,2.4,820.0,5
,623,31.8,26.6,1.6,880.0,15
,624,23.9,16.0,2.5,670.0,5
,625,23.8,16.0,3.2,960.0,5
,626,20.8,14.6,3.2,460.0,5
,627,17.6,9.8,2.2,120.0,3
,628,21.4,14.9,1.8,358.0,4
,629,21.0,15.2,2.6,420.0,5
,630,24.1,16.1,2.7,580.0,5
,631,20.4,13.4,3.0,380.0,5
,632,23.8,18.0,4.4,1600.0,11
,633,21.5,21.5,2.4,790.0,5
,634,21.8,13.8,1.6,250.0,4
,635,20.5,13.5,2.2,300.0,4
,636,20.4,13.5,3.1,370.0,5
,637,20.2,20.2,2.4,960.0,5
,638,21.3,14.0,3.7,520.0,5
,639,21.2,15.6,6.2,998.0,10
,640,22.8,14.8,1.8,280.0,4
,641,36.4,19.6,2.8,800.0,15
,642,24.0,16.0,2.4,500.0,5
,643,21.8,14.4,2.0,240.0,4
,644,18.6,14.0,2.6,460.0,5
,645,23.6,18.8,1.6,567.0,5
,646,24.0,16.8,1.6,340.0,4
,647,25.2,19.4,3.6,1780.0,11
,648,18.8,14.0,2.4,460.0,4
,649,23.9,19.0,1.3,640.0,5
,650,24.2,18.0,2.4,760.0,5
,651,20.8,16.0,4.6,700.0,6
,652,23.8,15.8,2.2,440.0,4
,653,20.3,13.6,2.2,330.0,4
